RE,chp,state,city,fuel,technology,id,capacity_n,capacity_g,chp_capaci,efficiency,Efficien_2
DE15,no,Nordrhein-Westfalen,Bielefeld,Natural gas,Gas turbine,BNA0099,55.0,0.0,0.0,0.0,0.32
DE15,no,Nordrhein-Westfalen,Kirchlengern,Natural gas,Combined cycle,BNA0531,201.5,184.5,0.0,0.0,0.45
DE15,no,Nordrhein-Westfalen,Petershagen,Hard coal,Steam turbine,BNA0793,875.0,923.0,0.0,0.42,0.39
DE15,no,Nordrhein-Westfalen,Porta Westfalica,Hard coal,Steam turbine,BNA0812,93.0,0.0,0.0,0.0,0.34
DE15,no,Nordrhein-Westfalen,Porta Westfalica,Hard coal,Steam turbine,BNA0813,303.0,0.0,0.0,0.0,0.35
DE15,no,Nordrhein-Westfalen,Porta Westfalica,Natural gas,Gas turbine,BNA0810,65.0,0.0,0.0,0.0,0.31
DE15,no,Nordrhein-Westfalen,Porta Westfalica,Natural gas,Steam turbine,BNA0811,335.0,0.0,0.0,0.0,0.36
DE15,no,Rheinland-Pfalz,M?den,Hydro,Run-of-river,BNA1214,16.4,0.0,0.0,0.0,0.8
DE15,yes,Niedersachsen,Alfeld,Biomass and biogas,Steam turbine,BNA0012a,16.8,0.0,0.0,0.0,0.38
DE15,yes,Niedersachsen,Alfeld,Natural gas,Steam turbine,BNA0012b,20.0,0.0,0.0,0.0,0.33
DE15,yes,Niedersachsen,Bomlitz,Natural gas,Steam turbine,BNA1524,22.1,0.0,0.0,0.0,0.29
DE15,yes,Niedersachsen,Braunschweig,Hard coal,Combined cycle,BNA0138,43.3,57.78,0.0,0.0,0.47
DE15,yes,Niedersachsen,Braunschweig,Natural gas,Combined cycle,BNA0135,20.0,26.69,0.0,0.0,0.41
DE15,yes,Niedersachsen,Braunschweig,Natural gas,Combined cycle,BNA0136,74.0,98.74,0.0,0.0,0.59
DE15,yes,Niedersachsen,Braunschweig,Natural gas,Gas turbine,BNA0137,25.0,0.0,0.0,0.0,0.29
DE15,yes,Niedersachsen,Hameln,Waste,Steam turbine,BNA0407,14.7,0.0,0.0,0.0,0.33
DE15,yes,Niedersachsen,Hannover,Hard coal,Steam turbine,BNA0420,136.0,150.0,0.0,0.0,0.4
DE15,yes,Niedersachsen,Hannover,Hard coal,Steam turbine,BNA0421,136.0,150.0,0.0,0.0,0.4
DE15,yes,Niedersachsen,Hannover,Natural gas,Combined cycle,BNA0418,230.0,255.0,185.0,0.55,0.6
DE15,yes,Niedersachsen,Hannover,Natural gas,Steam turbine,BNA0419,102.0,120.0,280.0,0.38,0.36
DE15,yes,Niedersachsen,Herzberg,Natural gas,Steam turbine,BNA1463,19.5,0.0,0.0,0.0,0.36
DE15,yes,Niedersachsen,Hohenhameln,Natural gas,Steam turbine,BNA1499,15.8,0.0,0.0,0.0,0.39
DE15,yes,Niedersachsen,Lachendorf,Natural gas,Combined cycle,BNA1450,13.0,0.0,0.0,0.0,0.54
DE15,yes,Niedersachsen,Nordstemmen,Natural gas,Steam turbine,BNA1498,30.6,0.0,0.0,0.0,0.33
DE15,yes,Niedersachsen,Salzgitter,Other fossil fuels,Steam turbine,BNA0863,94.5,105.0,0.0,0.0,0.33
DE15,yes,Niedersachsen,Salzgitter,Other fossil fuels,Steam turbine,BNA0864,97.0,110.0,0.0,0.0,0.33
DE15,yes,Niedersachsen,Salzgitter,Other fossil fuels,Steam turbine,BNA0865b,97.0,110.0,0.0,0.0,0.33
DE15,yes,Niedersachsen,Uelzen,Hard coal,Steam turbine,BNA1500,40.0,0.0,0.0,0.0,0.4
DE15,yes,Niedersachsen,Wolfsburg,Hard coal,Steam turbine,BNA1075b,61.5,70.0,0.0,0.0,0.43
DE15,yes,Niedersachsen,Wolfsburg,Hard coal,Steam turbine,BNA1076b,138.5,153.0,140.0,0.0,0.39
DE15,yes,Niedersachsen,Wolfsburg,Natural gas,Steam turbine,BNA1677,10.4,0.0,0.0,0.0,0.4
DE15,yes,Niedersachsen,Wunstorf,Natural gas,Steam turbine,BNA1285,19.0,0.0,0.0,0.0,0.36
DE15,yes,Nordrhein-Westfalen,Bielefeld,Natural gas,Combined cycle,BNA0100,37.5,0.0,0.0,0.0,0.56
DE15,yes,Nordrhein-Westfalen,Bielefeld,Natural gas,Steam turbine,BNA0098,23.0,0.0,0.0,0.0,0.36
DE15,yes,Nordrhein-Westfalen,Bielefeld,Natural gas,Steam turbine,BNA0101,41.0,0.0,0.0,0.0,0.35
DE15,yes,Nordrhein-Westfalen,Bielefeld,Waste,Steam turbine,BNA0097,34.0,0.0,0.0,0.0,0.33
DE15,yes,Nordrhein-Westfalen,Lage,Natural gas,Steam turbine,BNA1187,10.2,0.0,0.0,0.0,0.36
DE15,yes,Nordrhein-Westfalen,Lemgo,Natural gas,Steam turbine,BNA1193,12.8,0.0,0.0,0.0,0.39
DE15,yes,Nordrhein-Westfalen,Lemgo,Natural gas,Steam turbine,BNA1658,11.3,0.0,0.0,0.0,0.36
DE16,no,Hessen,Edertal Hemfurth-Edersee,Hydro,Pumped storage,BNA0228,143.0,147.3,0.0,0.0,0.75
DE16,no,Hessen,Edertal Hemfurth-Edersee,Hydro,Pumped storage,BNA0229,480.0,480.0,0.0,0.0,0.75
DE16,no,Hessen,Edertal Hemfurth-Edersee,Hydro,Run-of-river,BNA0230,20.0,0.0,0.0,0.0,0.8
DE16,no,Hessen,Frankfurt am Main,Other fossil fuels,Steam turbine,BNA0289a,19.7,19.88,0.0,0.0,0.33
DE16,no,Hessen,Fulda,Oil,Steam turbine,BNA0318,24.8,0.0,0.0,0.0,0.4
DE16,no,Hessen,Gro?krotzenburg,Hard coal,Steam turbine,BNA0376,293.0,0.0,0.0,0.0,0.35
DE16,no,Hessen,Gro?krotzenburg,Natural gas,Steam turbine,BNA0374,622.0,637.6,0.0,0.0,0.36
DE16,yes,Hessen,Baunatal,Natural gas,Combined cycle,BNA0059b,78.0,0.0,0.0,0.47,0.6
DE16,yes,Hessen,Baunatal,Natural gas,Steam turbine,BNA0059a,12.2,0.0,0.0,0.0,0.34
DE16,yes,Hessen,Frankfurt am Main,Biomass and biogas,Steam turbine,BNA0283,12.4,0.0,0.0,0.0,0.38
DE16,yes,Hessen,Frankfurt am Main,Hard coal,Steam turbine,BNA0289b,61.5,62.06,0.0,0.0,0.4
DE16,yes,Hessen,Frankfurt am Main,Hard coal,Steam turbine,BNA0290,61.5,62.06,0.0,0.0,0.4
DE16,yes,Hessen,Frankfurt am Main,Natural gas,Combined cycle,BNA0285,70.0,75.56,0.0,0.0,0.56
DE16,yes,Hessen,Frankfurt am Main,Natural gas,Combined cycle,BNA0288,56.0,60.44,0.0,0.0,0.42
DE16,yes,Hessen,Frankfurt am Main,Natural gas,Gas turbine,BNA0286,99.0,100.0,150.0,0.0,0.36
DE16,yes,Hessen,Frankfurt am Main,Waste,Steam turbine,BNA0287a,26.0,0.0,0.0,0.0,0.33
DE16,yes,Hessen,Frankfurt am Main,Waste,Steam turbine,BNA0287b,46.5,0.0,0.0,0.0,0.33
DE16,yes,Hessen,Fulda,Natural gas,Steam turbine,BNA1492a,26.2,0.0,0.0,0.0,0.37
DE16,yes,Hessen,Fulda,Natural gas,Steam turbine,BNA1492b,8.0,0.0,0.0,0.0,0.4
DE16,yes,Hessen,Gro?krotzenburg,Hard coal,Steam turbine,BNA0375,249.0,0.0,0.0,0.0,0.34
DE16,yes,Hessen,Gro?krotzenburg,Hard coal,Steam turbine,BNA0377,510.0,553.0,300.0,0.0,0.41
DE16,yes,Hessen,Heringen,Natural gas,Combined cycle,BNA0444,109.5,110.0,299.0,0.0,0.39
DE16,yes,Hessen,Industriepark H?chst,Hard coal,Combined cycle,BNA0498,66.0,70.43,0.0,0.0,0.49
DE16,yes,Hessen,Industriepark H?chst,Natural gas,Combined cycle,BNA0499,86.0,91.77,0.0,0.0,0.55
DE16,yes,Hessen,Industriepark H?chst,Natural gas,Gas turbine,BNA0497,96.5,105.7,126.0,0.0,0.41
DE16,yes,Hessen,Kassel,Lignite,Steam turbine,BNA0523,33.5,0.0,0.0,0.0,0.37
DE16,yes,Hessen,Kassel,Natural gas,Steam turbine,BNA0521,50.0,0.0,0.0,0.0,0.37
DE16,yes,Hessen,Kassel,Waste,Steam turbine,BNA1168,14.7,0.0,0.0,0.0,0.33
DE16,yes,Hessen,Offenbach,Hard coal,Steam turbine,BNA0758,54.0,0.0,0.0,0.0,0.4
DE16,yes,Hessen,Offenbach,Waste,Steam turbine,BNA1222,10.4,0.0,0.0,0.0,0.33
DE16,yes,Hessen,Philippsthal,Natural gas,Steam turbine,BNA0804b,17.3,0.0,0.0,0.0,0.4
DE16,yes,Hessen,Witzenhausen,Natural gas,Steam turbine,BNA1465b,13.2,0.0,0.0,0.0,0.36
DE16,yes,Hessen,Witzenhausen,Other fossil fuels,Steam turbine,BNA1465a,28.0,0.0,0.0,0.75,0.33
DE16,yes,Niedersachsen,G?ttingen,Natural gas,Steam turbine,BNA0354,18.8,0.0,0.0,0.0,0.38
DE16,yes,Niedersachsen,Wolfsburg,Hard coal,Steam turbine,BNA1075a,61.5,70.0,0.0,0.0,0.43
DE16,yes,Niedersachsen,Wolfsburg,Hard coal,Steam turbine,BNA1076a,138.5,153.0,140.0,0.0,0.39
DE17,no,Bayern,Gem?nden,Hydro,Pumped storage,BNA0337,164.0,168.4,0.0,0.0,0.75
DE17,no,Bayern,Grafenrheinfeld,Nuclear,Steam turbine,BNA0355,1275.0,0.0,0.0,0.0,0.33
DE17,no,Bayern,Happurg,Hydro,Pumped storage,BNA0422,160.0,162.1,0.0,0.0,0.75
DE17,no,Bayern,Ingolstadt,Hydro,Run-of-river,BNA1160,19.8,0.0,0.0,0.0,0.8
DE17,no,Bayern,N?rnberg,Natural gas,Combined cycle,BNA0744,383.0,395.0,0.0,0.0,0.42
DE17,no,Bayern,N?rnberg,Natural gas,Combined cycle,BNA0745,440.0,448.0,0.0,0.0,0.43
DE17,no,Bayern,Pfatter,Hydro,Run-of-river,BNA0795,25.0,0.0,0.0,0.0,0.8
DE17,no,Bayern,Plattling,Hydro,Run-of-river,BNA1230,12.6,0.0,0.0,0.0,0.8
DE17,no,Bayern,Trausnitz,Hydro,Pumped storage,BNA0953,99.0,106.37,0.0,0.0,0.75
DE17,no,Bayern,Trausnitz,Hydro,Run-of-river,BNA0946a,28.0,0.0,0.0,0.8,0.8
DE17,no,Bayern,Trausnitz,Hydro,Run-of-river,BNA0946b,3.3,0.0,0.0,0.0,0.8
DE17,no,Bayern,Trausnitz,Hydro,Run-of-river,BNA0946c,1.8,0.0,0.0,0.0,0.8
DE17,yes,Bayern,Aschaffenburg,Biomass and biogas,Steam turbine,BNA1337b,1.1,0.0,0.0,0.0,0.38
DE17,yes,Bayern,Aschaffenburg,Biomass and biogas,Steam turbine,BNA1337c,0.8,0.0,0.0,0.0,0.38
DE17,yes,Bayern,Aschaffenburg,Natural gas,Combined cycle,BNA1337e,47.0,0.0,0.0,0.0,0.6
DE17,yes,Bayern,Aschaffenburg,Natural gas,Steam turbine,BNA1337a,27.0,0.0,0.0,0.0,0.0
DE17,yes,Bayern,Eltmann,Natural gas,Steam turbine,BNA0243,57.0,0.0,0.0,0.0,0.39
DE17,yes,Bayern,Erlangen,Hard coal,Steam turbine,BNA0261b,17.4,0.0,0.0,0.0,0.38
DE17,yes,Bayern,Erlangen,Natural gas,Combined cycle,BNA0261a,21.6,0.0,0.0,0.0,0.56
DE17,yes,Bayern,Erlangen,Natural gas,Combined cycle,BNA0261c,6.7,0.0,0.0,0.0,0.6
DE17,yes,Bayern,Gro?mehring,Oil,Steam turbine,BNA0378,386.0,420.0,0.0,0.0,0.36
DE17,yes,Bayern,Gro?mehring,Oil,Steam turbine,BNA0379,386.0,420.0,0.0,0.0,0.36
DE17,yes,Bayern,Ingolstadt,Waste,Steam turbine,BNA1161,25.5,0.0,0.0,0.0,0.33
DE17,yes,Bayern,K?sching,Biomass and biogas,Steam turbine,BNA0553,15.1,0.0,0.0,0.0,0.38
DE17,yes,Bayern,K?sching,Other fossil fuels,Steam turbine,BNA1553,23.3,0.0,0.0,0.0,0.33
DE17,yes,Bayern,Neumarkt i.d. Oberpfalz,Biomass and biogas,Steam turbine,BNA0692,15.6,0.0,0.0,0.0,0.38
DE17,yes,Bayern,N?rnberg,Natural gas,Combined cycle,BNA0742,75.0,100.45,0.0,0.0,0.56
DE17,yes,Bayern,N?rnberg,Natural gas,Combined cycle,BNA0743,75.0,100.45,0.0,0.0,0.56
DE17,yes,Bayern,N?rnberg,Natural gas,Gas turbine,BNA1444a,4.2,0.0,0.0,0.0,0.36
DE17,yes,Bayern,N?rnberg,Natural gas,Gas turbine,BNA1444b,4.2,0.0,0.0,0.0,0.36
DE17,yes,Bayern,N?rnberg,Natural gas,Gas turbine,BNA1444c,5.1,0.0,0.0,0.0,0.36
DE17,yes,Bayern,N?rnberg,Natural gas,Gas turbine,BNA1444d,5.1,0.0,0.0,0.0,0.37
DE17,yes,Bayern,N?rnberg,Waste,Combined cycle,BNA0746,18.0,24.11,0.0,0.0,0.33
DE17,yes,Bayern,Obernburg,Natural gas,Combined cycle,BNA0755a,36.0,39.6,0.0,0.0,0.18
DE17,yes,Bayern,Obernburg,Natural gas,Combined cycle,BNA0755b,64.0,70.4,0.0,0.0,0.52
DE17,yes,Bayern,Schwandorf,Waste,Steam turbine,BNA1254,54.0,0.0,0.0,0.0,0.33
DE17,yes,Bayern,Schweinfurt,Waste,Steam turbine,BNA0895,24.4,0.0,0.0,0.0,0.33
DE17,yes,Bayern,Stockstadt,Biomass and biogas,Steam turbine,BNA0926a,14.0,0.0,0.0,0.0,0.38
DE17,yes,Bayern,Stockstadt,Hard coal,Steam turbine,BNA0926b,24.8,0.0,0.0,0.0,0.35
DE17,yes,Bayern,W?rzburg,Natural gas,Combined cycle,BNA1085,23.0,23.94,0.0,0.25,0.41
DE17,yes,Bayern,W?rzburg,Natural gas,Combined cycle,BNA1086,25.0,26.02,0.0,0.25,0.51
DE17,yes,Bayern,W?rzburg,Natural gas,Combined cycle,BNA1087,29.5,30.71,0.0,0.5,0.58
DE17,yes,Bayern,W?rzburg,Natural gas,Combined cycle,BNA1088,44.5,46.32,0.0,0.5,0.56
DE17,yes,Bayern,W?rzburg,Waste,Steam turbine,BNA1449a,8.7,0.0,0.0,0.0,0.33
DE17,yes,Bayern,W?rzburg,Waste,Steam turbine,BNA1449b,12.0,0.0,0.0,0.0,0.33
DE18,no,Bayern,Altenstadt,Biomass and biogas,Steam turbine,BNA0021,9.8,0.0,0.0,0.0,0.38
DE18,no,Bayern,Bad F?ssing,Hydro,Run-of-river,BNA0042,40.4,0.0,0.0,0.0,0.8
DE18,no,Bayern,Burggen,Hydro,Run-of-river,BNA1118,10.3,0.0,0.0,0.0,0.8
DE18,no,Bayern,Burghausen,Hydro,Run-of-river,BNA0173,45.0,0.0,0.0,0.0,0.8
DE18,no,Bayern,Burgkirchen,Waste,Steam turbine,BNA1119,12.5,0.0,0.0,0.0,0.33
DE18,no,Bayern,Dingolfing,Hydro,Run-of-river,BNA1129,15.0,0.0,0.0,0.0,0.8
DE18,no,Bayern,Eitting,Hydro,Run-of-river,BNA1134,26.0,0.0,0.0,0.0,0.8
DE18,no,Bayern,Ering,Hydro,Run-of-river,BNA0259,36.5,0.0,0.0,0.0,0.8
DE18,no,Bayern,Essenbach,Nuclear,Steam turbine,BNA0263,1410.0,1485.0,0.0,0.0,0.33
DE18,no,Bayern,Gars,Hydro,Run-of-river,BNA0324,25.0,0.0,0.0,0.0,0.8
DE18,no,Bayern,Hausham,Oil,Gas turbine,BNA0427,23.2,26.75,0.0,0.0,0.33
DE18,no,Bayern,Hausham,Oil,Gas turbine,BNA0428,23.2,26.75,0.0,0.0,0.33
DE18,no,Bayern,Hausham,Oil,Gas turbine,BNA0429,23.2,26.75,0.0,0.0,0.33
DE18,no,Bayern,Hausham,Oil,Gas turbine,BNA0430,23.2,26.75,0.0,0.0,0.33
DE18,no,Bayern,Kaufering,Hydro,Run-of-river,BNA1169,16.7,0.0,0.0,0.0,0.8
DE18,no,Bayern,Kochel am See,Hydro,Reservoir,BNA0540,124.0,125.6,0.0,0.0,0.8
DE18,no,Bayern,Lechbruck,Hydro,Run-of-river,BNA1191,10.1,0.0,0.0,0.0,0.8
DE18,no,Bayern,Lechbruck,Hydro,Run-of-river,BNA1192,19.2,0.0,0.0,0.0,0.8
DE18,no,Bayern,Moosburg-Pfrombach,Hydro,Run-of-river,BNA1213,22.3,0.0,0.0,0.0,0.8
DE18,no,Bayern,M?nchen,Natural gas,Gas turbine,BNA0682,78.6,0.0,0.0,0.0,0.32
DE18,no,Bayern,Neu?tting,Hydro,Run-of-river,BNA0695,26.1,0.0,0.0,0.0,0.8
DE18,no,Bayern,Niederaichbach,Hydro,Run-of-river,BNA1217,16.2,0.0,0.0,0.0,0.8
DE18,no,Bayern,Niederviehbach,Hydro,Run-of-river,BNA1219,14.8,0.0,0.0,0.0,0.8
DE18,no,Bayern,Nu?dorf,Hydro,Run-of-river,BNA0747,36.6,0.0,0.0,0.0,0.8
DE18,no,Bayern,Oberaudorf,Hydro,Run-of-river,BNA0748,30.0,0.0,0.0,0.0,0.8
DE18,no,Bayern,Oberding,Hydro,Run-of-river,BNA1220,27.0,0.0,0.0,0.0,0.8
DE18,no,Bayern,Passau,Hydro,Run-of-river,BNA0782,53.7,0.0,0.0,0.0,0.8
DE18,no,Bayern,Passau,Hydro,Run-of-river,BNA0784,43.2,0.0,0.0,0.0,0.8
DE18,no,Bayern,Perach,Hydro,Run-of-river,BNA0792,19.4,0.0,0.0,0.0,0.8
DE18,no,Bayern,Pilsting-Harburg,Hydro,Run-of-river,BNA1228,12.6,0.0,0.0,0.0,0.8
DE18,no,Bayern,Prittriching,Hydro,Run-of-river,BNA1234,12.1,0.0,0.0,0.0,0.8
DE18,no,Bayern,Rohrdorf,Hydro,Run-of-river,BNA0839,35.1,0.0,0.0,0.0,0.8
DE18,no,Bayern,Rott,Hydro,Run-of-river,BNA0854,38.2,0.0,0.0,0.0,0.8
DE18,no,Bayern,Scheuring,Hydro,Run-of-river,BNA1245,12.0,0.0,0.0,0.0,0.8
DE18,no,Bayern,Schongau,Hydro,Run-of-river,BNA1250,10.5,0.0,0.0,0.0,0.8
DE18,no,Bayern,Schongau,Hydro,Run-of-river,BNA1251,16.6,0.0,0.0,0.0,0.8
DE18,no,Bayern,Soyen,Hydro,Run-of-river,BNA0912,25.0,0.0,0.0,0.0,0.8
DE18,no,Bayern,Stammham,Hydro,Run-of-river,BNA0921,23.2,0.0,0.0,0.0,0.8
DE18,no,Bayern,Straubing,Hydro,Run-of-river,BNA0929,21.5,0.0,0.0,0.0,0.8
DE18,no,Bayern,Stra?lach,Hydro,Run-of-river,BNA1263,11.2,0.0,0.0,0.0,0.8
DE18,no,Bayern,Tiefenbach,Hydro,Run-of-river,BNA1267,18.0,0.0,0.0,0.0,0.8
DE18,no,Bayern,T?ging,Hydro,Run-of-river,BNA0950,85.3,0.0,0.0,0.0,0.8
DE18,no,Bayern,Unterneukirchen,Hydro,Run-of-river,BNA1466,18.5,0.0,0.0,0.0,0.8
DE18,no,Bayern,Vagen,Hydro,Run-of-river,BNA0972,48.0,0.0,0.0,0.0,0.8
DE18,no,Bayern,Vagen,Hydro,Run-of-river,BNA0973,44.0,0.0,0.0,0.0,0.8
DE18,no,Bayern,Vohburg,Hydro,Run-of-river,BNA0996,23.3,0.0,0.0,0.0,0.8
DE18,no,Bayern,Vohburg,Natural gas,Combined cycle,BNA0994,846.0,876.0,0.0,0.6,0.59
DE18,no,Bayern,Vohburg,Natural gas,Combined cycle,BNA0995,545.0,578.0,0.0,0.6,0.59
DE18,no,Bayern,Vohburg,Natural gas,Steam turbine,BNA0993,415.0,440.0,25.0,0.0,0.36
DE18,no,Bayern,Walchensee,Hydro,Run-of-river,BNA1273,12.8,0.0,0.0,0.0,0.8
DE18,no,Bayern,Wallersorf/Ettling,Hydro,Run-of-river,BNA1274,12.6,0.0,0.0,0.0,0.8
DE18,no,Bayern,Wang,Hydro,Run-of-river,BNA1008,25.0,0.0,0.0,0.0,0.8
DE18,no,Bayern,Wasserburg,Hydro,Run-of-river,BNA1013,24.1,0.0,0.0,0.0,0.8
DE18,no,Bayern,Zolling,Oil,Gas turbine,BNA1092,46.0,0.0,0.0,0.0,0.32
DE18,yes,Bayern,Burghausen,Natural gas,Combined cycle,BNA0172a,120.0,178.0,350.0,0.0,0.54
DE18,yes,Bayern,Burghausen,Natural gas,Steam turbine,BNA0172b,50.0,0.0,0.0,0.0,0.36
DE18,yes,Bayern,Burgkirchen,Natural gas,Steam turbine,BNA0174,49.0,0.0,0.0,0.0,0.39
DE18,yes,Bayern,Deggendorf,Oil,Steam turbine,BNA1338,19.0,0.0,0.0,0.0,0.36
DE18,yes,Bayern,Dingolfing,Natural gas,Gas turbine,BNA1127,6.7,0.0,0.0,0.0,0.37
DE18,yes,Bayern,Dingolfing,Natural gas,Gas turbine,BNA1128,6.7,0.0,0.0,0.0,0.37
DE18,yes,Bayern,M?nchen,Natural gas,Combined cycle,BNA0683a,79.7,81.0,0.0,0.0,0.45
DE18,yes,Bayern,M?nchen,Natural gas,Combined cycle,BNA0683b,97.9,99.5,0.0,0.0,0.45
DE18,yes,Bayern,M?nchen,Natural gas,Combined cycle,BNA0683c,97.9,99.5,0.0,0.0,0.45
DE18,yes,Bayern,M?nchen,Natural gas,Combined cycle,BNA0684a,124.9,138.37,0.0,0.0,0.56
DE18,yes,Bayern,M?nchen,Natural gas,Combined cycle,BNA0684b,123.9,137.26,0.0,0.0,0.56
DE18,yes,Bayern,M?nchen,Natural gas,Combined cycle,BNA0684c,127.6,141.36,0.0,0.0,0.56
DE18,yes,Bayern,M?nchen,Natural gas,Gas turbine,BNA0681,78.6,0.0,0.0,0.0,0.32
DE18,yes,Bayern,M?nchen,Natural gas,Steam turbine,BNA1327a,11.1,0.0,0.0,0.0,0.38
DE18,yes,Bayern,M?nchen,Natural gas,Steam turbine,BNA1327b,7.4,0.0,0.0,0.0,0.39
DE18,yes,Bayern,M?nchen,Natural gas,Steam turbine,BNA1678,17.2,0.0,0.0,0.0,0.4
DE18,yes,Bayern,Neustadt,Natural gas,Steam turbine,BNA0702,25.4,0.0,0.0,0.0,0.38
DE18,yes,Bayern,Pei?enberg,Natural gas,Steam turbine,BNA1225,5.3,0.0,0.0,0.0,0.37
DE18,yes,Bayern,Pei?enberg,Natural gas,Steam turbine,BNA1226,5.3,0.0,0.0,0.0,0.37
DE18,yes,Bayern,Plattling,Natural gas,Combined cycle,BNA0805,97.9,125.0,150.0,0.0,0.59
DE18,yes,Bayern,Raubling,Natural gas,Steam turbine,BNA1328,24.0,0.0,0.0,0.0,0.39
DE18,yes,Bayern,Reitmehring,Natural gas,Steam turbine,BNA1238,12.6,0.0,0.0,0.0,0.39
DE18,yes,Bayern,Rosenheim,Natural gas,Combustion Engine,BNA0842a,9.8,0.0,0.0,0.0,0.46
DE18,yes,Bayern,Rosenheim,Natural gas,Combustion Engine,BNA0842b,9.2,0.0,0.0,0.49,0.46
DE18,yes,Bayern,Rosenheim,Natural gas,Combustion Engine,BNA0843,4.3,0.0,0.0,0.0,0.46
DE18,yes,Bayern,Rosenheim,Waste,Steam turbine,BNA0845,9.0,0.0,0.0,0.0,0.33
DE18,yes,Bayern,Schongau,Natural gas,Steam turbine,BNA1248a,82.0,0.0,0.0,0.0,0.35
DE18,yes,Bayern,Schongau,Natural gas,Steam turbine,BNA1248b,65.0,0.0,0.0,0.0,0.4
DE18,yes,Bayern,Schongau,Other fossil fuels,Steam turbine,BNA1249,6.0,0.0,0.0,0.0,0.33
DE18,yes,Bayern,Unterf?hring,Hard coal,Steam turbine,BNA0969b,332.7,365.0,550.0,0.0,0.4
DE18,yes,Bayern,Unterf?hring,Waste,Steam turbine,BNA0969a,18.0,0.0,0.0,0.0,0.33
DE18,yes,Bayern,Unterf?hring,Waste,Steam turbine,BNA0969c,22.0,0.0,0.0,0.0,0.33
DE18,yes,Bayern,Zolling,Biomass and biogas,Steam turbine,BNA1091,10.0,0.0,0.0,0.0,0.38
DE18,yes,Bayern,Zolling,Hard coal,Steam turbine,BNA1093,472.0,474.0,150.0,0.0,0.45
DE20,yes,Niedersachsen,Stade- B?tzfleth,Natural gas,Gas turbine,BNA1437,30.7,0.0,0.0,0.0,0.41
DE21,no,Niedersachsen,Wilhelmshaven,Hard coal,Steam turbine,BNA1674,731.0,830.0,0.0,0.0,0.46
DE21,yes,Niedersachsen,Bremerhaven,Natural gas,Steam turbine,BNA1671,17.1,0.0,0.0,0.0,0.4
