class,Sink,Sink,Sink,LinearTransformer,LinearTransformer,LinearTransformer,LinearTransformer,LinearTransformer,LinearTransformer
label,LD_DE153_dhg_hhg,LD_DE153_dhg_ind,LD_DE15_dhg_el,HPPek_1_DE152_dhg_gas,HPPek_1_DE152_dhg_gas,HPPek_2_DE152_dhg_hc,HPPek_2_DE152_dhg_hc,HPPek_3_DE152_dhg_gas,HPPek_3_DE152_dhg_gas
source,B_DE153_dhg_hhg,B_DE153_dhg_ind,B_DE15_dhg_el,HPPek_1_DE152_dhg_gas,HPPek_1_DE152_dhg_gas,HPPek_2_DE152_dhg_hc,HPPek_2_DE152_dhg_hc,HPPek_3_DE152_dhg_gas,HPPek_3_DE152_dhg_gas
target,LD_DE153_dhg_hhg,LD_DE153_dhg_ind,LD_DE15_dhg_el,B_DE152_dhg_el,B_DE152_dhg_gas_th,B_DE152_dhg_el,B_DE152_dhg_hc_th,B_DE152_dhg_el,B_DE152_dhg_gas_th
attribute,actual_value,actual_value,actual_value,conversion_factors,conversion_factors,conversion_factors,conversion_factors,conversion_factors,conversion_factors
2050-10-20 01:00:00+00:00,1,0.6053302979,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-20 02:00:00+00:00,1,0.5908204786,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-20 03:00:00+00:00,1,0.5975193312,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-20 04:00:00+00:00,1,0.6128534233,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-20 05:00:00+00:00,1,0.6572071542,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-20 06:00:00+00:00,1,0.7764650469,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-20 07:00:00+00:00,1,0.8674752391,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-20 08:00:00+00:00,1,0.8925828525,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-20 09:00:00+00:00,1,0.8941005613,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-20 10:00:00+00:00,1,0.9063207337,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-20 11:00:00+00:00,1,0.9152045636,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-20 12:00:00+00:00,1,0.9041226727,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-20 13:00:00+00:00,1,0.8939435569,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-20 14:00:00+00:00,1,0.8812785388,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-20 15:00:00+00:00,1,0.868901362,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-20 16:00:00+00:00,1,0.8489748924,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-20 17:00:00+00:00,1,0.8589970038,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-20 18:00:00+00:00,1,0.892347346,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-20 19:00:00+00:00,1,0.911004697,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-20 20:00:00+00:00,1,0.8542607057,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-20 21:00:00+00:00,1,0.8137535817,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-20 22:00:00+00:00,1,0.7699755335,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-20 23:00:00+00:00,1,0.7067812798,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-21 00:00:00+00:00,1,0.642775837,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-21 01:00:00+00:00,1,0.6162159333,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-21 02:00:00+00:00,1,0.6026219728,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-21 03:00:00+00:00,1,0.6113487983,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-21 04:00:00+00:00,1,0.6270230666,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-21 05:00:00+00:00,1,0.6733393518,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-21 06:00:00+00:00,1,0.7825227983,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-21 07:00:00+00:00,1,0.876228232,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-21 08:00:00+00:00,1,0.8984835996,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-21 09:00:00+00:00,1,0.8980256702,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-21 10:00:00+00:00,1,0.9069095001,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-21 11:00:00+00:00,1,0.915230731,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-21 12:00:00+00:00,1,0.9039133336,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-21 13:00:00+00:00,1,0.8852036477,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-21 14:00:00+00:00,1,0.8591540082,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-21 15:00:00+00:00,1,0.8420503659,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-21 16:00:00+00:00,1,0.8219963104,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-21 17:00:00+00:00,1,0.8218785571,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-21 18:00:00+00:00,1,0.8653164292,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-21 19:00:00+00:00,1,0.8808598605,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-21 20:00:00+00:00,1,0.8241289529,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-21 21:00:00+00:00,1,0.7809265874,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-21 22:00:00+00:00,1,0.7432455417,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-21 23:00:00+00:00,1,0.684709084,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-22 00:00:00+00:00,1,0.6315761929,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-22 01:00:00+00:00,1,0.6034854967,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-22 02:00:00+00:00,1,0.5881383208,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-22 03:00:00+00:00,1,0.5836113619,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-22 04:00:00+00:00,1,0.5858617577,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-22 05:00:00+00:00,1,0.5886616687,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-22 06:00:00+00:00,1,0.6013005194,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-22 07:00:00+00:00,1,0.6523269354,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-22 08:00:00+00:00,1,0.7048448928,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-22 09:00:00+00:00,1,0.7445146603,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-22 10:00:00+00:00,1,0.7650953147,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-22 11:00:00+00:00,1,0.7666915257,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-22 12:00:00+00:00,1,0.7473799898,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-22 13:00:00+00:00,1,0.7187790295,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-22 14:00:00+00:00,1,0.6947573629,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-22 15:00:00+00:00,1,0.6770420379,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-22 16:00:00+00:00,1,0.6653452133,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-22 17:00:00+00:00,1,0.6830474546,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-22 18:00:00+00:00,1,0.7388232523,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-22 19:00:00+00:00,1,0.7574282686,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-22 20:00:00+00:00,1,0.7059439233,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-22 21:00:00+00:00,1,0.6658685612,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-22 22:00:00+00:00,1,0.6425926653,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-22 23:00:00+00:00,1,0.6049639544,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-23 00:00:00+00:00,1,0.5596812812,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-23 01:00:00+00:00,1,0.529261687,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-23 02:00:00+00:00,1,0.5141238503,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-23 03:00:00+00:00,1,0.5109183447,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-23 04:00:00+00:00,1,0.515772396,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-23 05:00:00+00:00,1,0.5140191807,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-23 06:00:00+00:00,1,0.5023746909,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-23 07:00:00+00:00,1,0.521764729,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-23 08:00:00+00:00,1,0.5617746726,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-23 09:00:00+00:00,1,0.6074760241,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-23 10:00:00+00:00,1,0.6441757925,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-23 11:00:00+00:00,1,0.6776308043,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-23 12:00:00+00:00,1,0.6659339797,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-23 13:00:00+00:00,1,0.6327929767,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-23 14:00:00+00:00,1,0.6066255839,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-23 15:00:00+00:00,1,0.5906634742,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-23 16:00:00+00:00,1,0.5879944002,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-23 17:00:00+00:00,1,0.6120422342,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-23 18:00:00+00:00,1,0.6785859141,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-23 19:00:00+00:00,1,0.7061401787,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-23 20:00:00+00:00,1,0.6783765749,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-23 21:00:00+00:00,1,0.6538315605,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-23 22:00:00+00:00,1,0.6493961874,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-23 23:00:00+00:00,1,0.6065601654,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-24 00:00:00+00:00,1,0.5647185043,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-24 01:00:00+00:00,1,0.5458779814,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-24 02:00:00+00:00,1,0.5375567505,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-24 03:00:00+00:00,1,0.5432481585,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-24 04:00:00+00:00,1,0.570161322,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-24 05:00:00+00:00,1,0.6255446089,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-24 06:00:00+00:00,1,0.746725805,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-24 07:00:00+00:00,1,0.8466590781,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-24 08:00:00+00:00,1,0.8827177454,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-24 09:00:00+00:00,1,0.8864073478,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-24 10:00:00+00:00,1,0.9012573432,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-24 11:00:00+00:00,1,0.9080739491,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-24 12:00:00+00:00,1,0.8981041724,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-24 13:00:00+00:00,1,0.8923080949,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-24 14:00:00+00:00,1,0.8744226819,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-24 15:00:00+00:00,1,0.8582250657,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-24 16:00:00+00:00,1,0.8343473198,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-24 17:00:00+00:00,1,0.8355510199,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-24 18:00:00+00:00,1,0.8822859834,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-24 19:00:00+00:00,1,0.8997003834,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-24 20:00:00+00:00,1,0.8518271382,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-24 21:00:00+00:00,1,0.8009184755,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-24 22:00:00+00:00,1,0.7508864204,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-24 23:00:00+00:00,1,0.6853371014,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-25 00:00:00+00:00,1,0.6321126245,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-25 01:00:00+00:00,1,0.6021509597,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-25 02:00:00+00:00,1,0.5912129895,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-25 03:00:00+00:00,1,0.592442857,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-25 04:00:00+00:00,1,0.6110871243,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-25 05:00:00+00:00,1,0.6598893119,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-25 06:00:00+00:00,1,0.7699362824,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-25 07:00:00+00:00,1,0.8624772671,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-25 08:00:00+00:00,1,0.8870091978,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-25 09:00:00+00:00,1,0.8823383182,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-25 10:00:00+00:00,1,0.9023171226,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-25 11:00:00+00:00,1,0.9226622705,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-25 12:00:00+00:00,1,0.9011526737,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-25 13:00:00+00:00,1,0.8922557601,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-25 14:00:00+00:00,1,0.8831102563,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-25 15:00:00+00:00,1,0.8719760307,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-25 16:00:00+00:00,1,0.8468684173,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-25 17:00:00+00:00,1,0.8525074904,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-25 18:00:00+00:00,1,0.8947416624,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-25 19:00:00+00:00,1,0.9017806911,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-25 20:00:00+00:00,1,0.848948725,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-25 21:00:00+00:00,1,0.8013633212,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-25 22:00:00+00:00,1,0.7482958485,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-25 23:00:00+00:00,1,0.6824194371,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-26 00:00:00+00:00,1,0.6283445199,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-26 01:00:00+00:00,1,0.6011304314,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-26 02:00:00+00:00,1,0.5885569991,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-26 03:00:00+00:00,1,0.5942222397,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-26 04:00:00+00:00,1,0.6140963745,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-26 05:00:00+00:00,1,0.6582538499,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-26 06:00:00+00:00,1,0.7781528437,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-26 07:00:00+00:00,1,0.8708639165,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-26 08:00:00+00:00,1,0.8947416624,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-26 09:00:00+00:00,1,0.8942313983,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-26 10:00:00+00:00,1,0.9070141696,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-26 11:00:00+00:00,1,0.9256322696,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-26 12:00:00+00:00,1,0.9128756656,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-26 13:00:00+00:00,1,0.9035339064,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-26 14:00:00+00:00,1,0.8834111813,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-26 15:00:00+00:00,1,0.8687443577,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-26 16:00:00+00:00,1,0.8468160825,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-26 17:00:00+00:00,1,0.8465151575,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-26 18:00:00+00:00,1,0.8901100339,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-26 19:00:00+00:00,1,0.9003414845,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-26 20:00:00+00:00,1,0.8485562141,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-26 21:00:00+00:00,1,0.8088079444,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-26 22:00:00+00:00,1,0.765513993,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-26 23:00:00+00:00,1,0.6898771441,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-27 00:00:00+00:00,1,0.6375685259,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-27 01:00:00+00:00,1,0.6075021915,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-27 02:00:00+00:00,1,0.5961324593,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-27 03:00:00+00:00,1,0.6019154532,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-27 04:00:00+00:00,1,0.6202587955,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-27 05:00:00+00:00,1,0.6679619526,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-27 06:00:00+00:00,1,0.7742277348,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-27 07:00:00+00:00,1,0.868299512,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-27 08:00:00+00:00,1,0.8944276537,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-27 09:00:00+00:00,1,0.8965079614,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-27 10:00:00+00:00,1,0.9069749186,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-27 11:00:00+00:00,1,0.9164736821,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-27 12:00:00+00:00,1,0.9034684879,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-27 13:00:00+00:00,1,0.8879381403,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-27 14:00:00+00:00,1,0.8751030341,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-27 15:00:00+00:00,1,0.8648454161,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-27 16:00:00+00:00,1,0.8449058628,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-27 17:00:00+00:00,1,0.8499038348,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-27 18:00:00+00:00,1,0.8927267732,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-27 19:00:00+00:00,1,0.8906333817,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-27 20:00:00+00:00,1,0.8420405333,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-27 21:00:00+00:00,1,0.7913412097,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-27 22:00:00+00:00,1,0.7431670396,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-27 23:00:00+00:00,1,0.6823540187,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-28 00:00:00+00:00,1,0.637647028,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-28 01:00:00+00:00,1,0.6080255394,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-28 02:00:00+00:00,1,0.5913176591,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-28 03:00:00+00:00,1,0.5982912692,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-28 04:00:00+00:00,1,0.6201279586,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-28 05:00:00+00:00,1,0.6671900145,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-28 06:00:00+00:00,1,0.7713231542,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-28 07:00:00+00:00,1,0.8634062095,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-28 08:00:00+00:00,1,0.8868914446,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-28 09:00:00+00:00,1,0.8856484934,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-28 10:00:00+00:00,1,0.8978424985,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-28 11:00:00+00:00,1,0.9064254033,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-28 12:00:00+00:00,1,0.8938781385,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-28 13:00:00+00:00,1,0.875927307,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-28 14:00:00+00:00,1,0.8500215881,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-28 15:00:00+00:00,1,0.8324894349,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-28 16:00:00+00:00,1,0.808781777,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-28 17:00:00+00:00,1,0.8186730515,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-28 18:00:00+00:00,1,0.8699088066,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-28 19:00:00+00:00,1,0.8682602609,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-28 20:00:00+00:00,1,0.8163179862,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-28 21:00:00+00:00,1,0.7682877367,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-28 22:00:00+00:00,1,0.7221284557,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-28 23:00:00+00:00,1,0.66342191,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-29 00:00:00+00:00,1,0.6103021026,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-29 01:00:00+00:00,1,0.5806151954,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-29 02:00:00+00:00,1,0.5621933509,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-29 03:00:00+00:00,1,0.5629260379,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-29 04:00:00+00:00,1,0.5688529523,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-29 05:00:00+00:00,1,0.5721892949,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-29 06:00:00+00:00,1,0.589839205,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-29 07:00:00+00:00,1,0.6366264997,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-29 08:00:00+00:00,1,0.6858866167,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-29 09:00:00+00:00,1,0.7197995578,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-29 10:00:00+00:00,1,0.7444884929,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-29 11:00:00+00:00,1,0.7583441274,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-29 12:00:00+00:00,1,0.7418717536,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-29 13:00:00+00:00,1,0.7141343172,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-29 14:00:00+00:00,1,0.6866323874,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-29 15:00:00+00:00,1,0.6749355628,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-29 16:00:00+00:00,1,0.6644424383,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-29 17:00:00+00:00,1,0.6865408015,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-29 18:00:00+00:00,1,0.7458361136,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-29 19:00:00+00:00,1,0.7414007405,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-29 20:00:00+00:00,1,0.6909238398,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-29 21:00:00+00:00,1,0.6547212518,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-29 22:00:00+00:00,1,0.6350041214,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-29 23:00:00+00:00,1,0.5882560741,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-30 00:00:00+00:00,1,0.5394277191,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-30 01:00:00+00:00,1,0.5054624432,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-30 02:00:00+00:00,1,0.4756708665,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-30 03:00:00+00:00,1,0.4845808638,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-30 04:00:00+00:00,1,0.488793814,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-30 05:00:00+00:00,1,0.4872368542,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-30 06:00:00+00:00,1,0.4967617851,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-30 07:00:00+00:00,1,0.5318653426,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-30 08:00:00+00:00,1,0.5798825084,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-30 09:00:00+00:00,1,0.6129188418,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-30 10:00:00+00:00,1,0.638641389,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-30 11:00:00+00:00,1,0.66858997,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-30 12:00:00+00:00,1,0.65669689,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-30 13:00:00+00:00,1,0.6278735068,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-30 14:00:00+00:00,1,0.6083395481,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-30 15:00:00+00:00,1,0.607266685,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-30 16:00:00+00:00,1,0.623555887,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-30 17:00:00+00:00,1,0.6955031335,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-30 18:00:00+00:00,1,0.7208724209,1,0.55,0.26,0.4,0.48,0.38,0.42
2050-10-30 19:00:00+00:00,1,0.6930564823,1,0.55,0.26,0.4,0.48,0.38,0.42
