,Land,Region,UnterRegion/Netzart,,Komponentenart,,K.Spezifikation,B./Spezifikationen,class,label,source,target,conversion_factors,nominal_value,min,max,summed_max,actual_value,fixed_costs,variable_costs,fixed,nominal_capacity,capacity_loss,inflow_conversion_factor,outflow_conversion_factor,initial_capacity,capacity_min,capacity_max,balanced
BNA1677_BHKW_Braunschweig,DE,15,_02,_4,BHKW_,B_,_gas,_gas,LinearTransformer,BHKW_DE15_02_4_gas,B_DEGL_gas,BHKW_DE15_02_4_gas,,,,,,,,,,,,,,,,,
,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA1677_BHKW_Braunschweig,DE,15,_02,_4,BHKW_,B_,_gas,_el,LinearTransformer,BHKW_DE15_02_4_gas,BHKW_DE15_02_4_gas,B_DE15_el,0.40,10.400,,,,,,,,,,,,,,,
BNA1677_BHKW_Braunschweig,DE,15,_02,_4,BHKW_,B_,_gas,_th,LinearTransformer,BHKW_DE15_02_4_gas,BHKW_DE15_02_4_gas,B_DE15_02_4_th,0.50,9.200,,,,,,,,,,,,,,,
,,,_02,,,,,,###HK(2 Kessel)_von_BHKW_Braunschweig,,,,,,,,,,,,,,,,,,,,
BNA1677_BHKW_Braunschweig,DE,15,_02,_4,HK_,B_,_gas,,LinearTransformer,HK_DE15_02_4_gas,B_DEGL_gas,HK_DE15_02_4_gas,,,,,,,,,,,,,,,,,
BNA1677_BHKW_Braunschweig,DE,15,_02,_4,HK_,B_,_gas,_th,LinearTransformer,HK_DE15_02_4_gas,HK_DE15_02_4_gas,B_DE15_02_4_th,0.92,20.000,,,,,,,,,,,,,,,
BNA1677_BHKW_Braunschweig,DE,15,_02,_4,HPP_,B_,_th,_th,LinearTransformer,HPP_DE15_02_4_th,B_DE15_02_4_th,HPP_DE15_02_4_th,,,,,,,,,,,,,,,,,
BNA1677_BHKW_Braunschweig,DE,15,_02,_4,HPP_,B_,_th,_ind,LinearTransformer,HPP_DE15_02_4_th,HPP_DE15_02_4_th,B_DE15_02_ind,1.00,29.200,,,,,,,,,,,,,,,
,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,
,DE,15,_02,,LD_,B_,_hhg,_hhg,Sink,LD_DE15_02_hhg,B_DE15_02_hhg,LD_DE15_02_hhg,,117.600,,,,seq,,,TRUE,,,,,,,,
,DE,15,_02,,LD_,B_,_ind,_ind,Sink,LD_DE15_02_ind,B_DE15_02_ind,LD_DE15_02_ind,,1.736,,,,seq,,,TRUE,,,,,,,,
"Das soll eigentlich nicht, ist nur notfallsource",DE,15,_02,,R_,B_,_hhg,_hhg,Source,R_DE15_02_hhg,R_DE15_02_hhg,B_DE15_02_hhg,,,,,,,,10000.00,,,,,,,,,
"Das soll eigentlich nicht, ist nur notfallsource",DE,15,_02,,R_,B_,_ind,_ind,Source,R_DE15_02_ind,R_DE15_02_ind,B_DE15_02_ind,,,,,,,,10000.00,,,,,,,,,
,DE,15,_02,,EX_,B_,_hhg,_hhg,Sink,EX_DE15_02_hhg,B_DE15_02_hhg,EX_DE15_02_hhg,,,,,,,,0.00,TRUE,,,,,,,,
,DE,15,_02,,EX_,B_,_ind,_ind,Sink,EX_DE15_02_ind,B_DE15_02_ind,EX_DE15_02_ind,,,,,,,,0.00,TRUE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,###DE15_3_Wolfsburg_dhg_HPPek_1_: HKW_west_2xDT_EK,,,,,,,,,,,,,,,,,,,,
"BNA1076a_b, Wolfsburg",DE,15,_03,_1,EK_,B_,_hc,_hc,LinearTransformer,EK_DE15_03_1_hc,B_DEGL_hc,EK_DE15_03_1_hc,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BNA1076a_b, Wolfsburg",DE,15,_03,_1,EK_,B_,_hc,_el,LinearTransformer,EK_DE15_03_1_hc,EK_DE15_03_1_hc,B_DE15_el,0.39,306.000,,,,,,,,,,,,,,,
"BNA1076a_b, Wolfsburg",DE,15,_03,_1,EK_,B_,_hc,_th,LinearTransformer,EK_DE15_03_1_hc,EK_DE15_03_1_hc,B_DE15_03_1_th,0.51,280.000,,,,,,,,,,,,,,,
,,,_03,,,,,,,,,,,,,,,,,,,,,,,,,,
"HKW_West, Wolfsburg",DE,15,_03,_1,Cex_,B_,,_th,Sink,Cex_DE15_03_1,B_DE15_03_1_th,Cex_DE15_03_1,,,,280.00,,,,,,,,,,,,,
"HKW_West, Wolfsburg",DE,15,_03,_1,HPP_,B_,_th,_th,LinearTransformer,HPP_DE15_03_1_th,B_DE15_03_1_th,HPP_DE15_03_1_th,,,,,,,,,,,,,,,,,
"HKW_West, Wolfsburg",DE,15,_03,_1,HPP_,B_,_th,_hhg,LinearTransformer,HPP_DE15_03_1_th,HPP_DE15_03_1_th,B_DE15_03_hhg,0.20,56.000,,,,,,,,,,,,,,,
"HKW_West, Wolfsburg",DE,15,_03,_1,HPP_,B_,_th,_ind,LinearTransformer,HPP_DE15_03_1_th,HPP_DE15_03_1_th,B_DE15_03_ind,0.80,224.000,,,,,,,,,,,,,,,
,,,_03,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,_03,,,,,,###DE15_3_Wolfsburg_dhg_HPPek2_: HKW_nord_DT_EK_mit_HP,,,,,,,,,,,,,,,,,,,,
"BNA1075a_b, Wolfsburg",DE,15,_03,_2,EK_,B_,_hc,_hc,LinearTransformer,EK_DE15_03_2_hc,B_DEGL_hc,EK_DE15_03_2_hc,,,,,,,,,,,,,,,,,
,,,_03,,EK_,,,,,,,,,,,,,,,,,,,,,,,,
"BNA1075a_b, Wolfsburg",DE,15,_03,_2,EK_,B_,_hc,_el,LinearTransformer,EK_DE15_03_2_hc,EK_DE15_03_2_hc,B_DE15_el,0.43,140.000,,,,,,,,,,,,,,,
"BNA1075a_b, Wolfsburg",DE,15,_03,_2,EK_,B_,_hc,_th,LinearTransformer,EK_DE15_03_2_hc,EK_DE15_03_2_hc,B_DE15_03_2_th,0.47,300.000,,,,,,,,,,,,,,,
,,,_03,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,_03,,,,,,###HP(3 Heisswasserkessel)_von_HKW_nord,,,,,,,,,,,,,,,,,,,,
,DE,15,_03,_2,HK_,B_,_hc,,LinearTransformer,HK_DE15_03_2_hc,B_DEGL_hc,HK_DE15_03_2_hc,,,,,,,,,,,,,,,,,
,DE,15,_03,_2,HK_,B_,_hc,_th,LinearTransformer,HK_DE15_03_2_hc,HK_DE15_03_2_hc,B_DE15_03_2_th,0.92,455.000,,,,,,,,,,,,,,,
,,,_03,,,,,,,,,,,,,,,,,,,,,,,,,,
"HKW_Nord, Wolfsburg",DE,15,_03,_2,Cex_,B_,,_th,Sink,Cex_DE15_03_2,B_DE15_03_2_th,Cex_DE15_03_2,,,,300.00,,,,,,,,,,,,,
"HKW_Nord, Wolfsburg",DE,15,_03,_2,HPP_,B_,_th,_th,LinearTransformer,HPP_DE15_03_2_th,B_DE15_03_2_th,HPP_DE15_03_2_th,,,,,,,,,,,,,,,,,
"HKW_Nord, Wolfsburg",DE,15,_03,_2,HPP_,B_,_th,_hhg,LinearTransformer,HPP_DE15_03_2_th,HPP_DE15_03_2_th,B_DE15_03_hhg,0.80,604.000,,,,,,,,,,,,,,,
"HKW_Nord, Wolfsburg",DE,15,_03,_2,HPP_,B_,_th,_ind,LinearTransformer,HPP_DE15_03_2_th,HPP_DE15_03_2_th,B_DE15_03_ind,0.20,391.000,,,,,,,,,,,,,,,
,,,_03,,,,,,,,,,,,,,,,,,,,,,,,,,
,DE,15,_03,,LD_,B_,_hhg,_hhg,Sink,LD_DE15_03_hhg,B_DE15_03_hhg,LD_DE15_03_hhg,,66.780,,,,seq,,,TRUE,,,,,,,,
,DE,15,_03,,LD_,B_,_ind,_ind,Sink,LD_DE15_03_ind,B_DE15_03_ind,LD_DE15_03_ind,,9.434,,,,seq,,,TRUE,,,,,,,,
"Das soll eigentlich nicht, ist nur notfallsource",DE,15,_03,,R_,B_,_hhg,_hhg,Source,R_DE15_03_hhg,R_DE15_03_hhg,B_DE15_03_hhg,,,,,,,,10000.00,,,,,,,,,
"Das soll eigentlich nicht, ist nur notfallsource",DE,15,_03,,R_,B_,_ind,_ind,Source,R_DE15_03_ind,R_DE15_03_ind,B_DE15_03_ind,,,,,,,,10000.00,,,,,,,,,
,DE,15,_03,,EX_,B_,_hhg,_hhg,Sink,EX_DE15_03_hhg,B_DE15_03_hhg,EX_DE15_03_hhg,,,,,,,,0.00,TRUE,,,,,,,,
,DE,15,_03,,EX_,B_,_ind,_ind,Sink,EX_DE15_03_ind,B_DE15_03_ind,EX_DE15_03_ind,,,,,,,,0.00,TRUE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,###DE15_4_Salzgitter_dhg_HPPek_1_: KW_Salzgitter_1+2xDT_EK,,,,,,,,,,,,,,,,,,,,
"BNA0863_4_5b, Salzgitter",DE,15,_04,_1,EK_,B_,_cg,_cg,LinearTransformer,EK_DE15_04_1_cg,B_DEGL_cg,EK_DE15_04_1_cg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BNA0863_4_5b, Salzgitter",DE,15,_04,_1,EK_,B_,_cg,_el,LinearTransformer,EK_DE15_04_1_cg,EK_DE15_04_1_cg,B_DE15_el,0.33,325.000,,,,,,,,,,,,,,,
"BNA0863_4_5b, Salzgitter",DE,15,_04,_1,EK_,B_,_cg,_th,LinearTransformer,EK_DE15_04_1_cg,EK_DE15_04_1_cg,B_DE15_04_1_th,0.57,561.000,,,,,,,,,,,,,,,
,,,_04,,,,,,,,,,,,,,,,,,,,,,,,,,
"BNA0863_4_5b, Salzgitter",DE,15,_04,_1,Cex_,B_,,_th,Sink,Cex_DE15_04_1,B_DE15_04_1_th,Cex_DE15_04_1,,,,561.00,,,,,,,,,,,,,
"BNA0863_4_5b, Salzgitter",DE,15,_04,_1,HPP_,B_,_th,_th,LinearTransformer,HPP_DE15_04_1_th,B_DE15_04_1_th,HPP_DE15_04_1_th,,,,,,,,,,,,,,,,,
"BNA0863_4_5b, Salzgitter",DE,15,_04,_1,HPP_,B_,_th,_hhg,LinearTransformer,HPP_DE15_04_1_th,HPP_DE15_04_1_th,B_DE15_04_hhg,0.20,112.200,,,,,,,,,,,,,,,
"BNA0863_4_5b, Salzgitter",DE,15,_04,_1,HPP_,B_,_th,_ind,LinearTransformer,HPP_DE15_04_1_th,HPP_DE15_04_1_th,B_DE15_04_ind,0.80,448.800,,,,,,,,,,,,,,,
,,,_04,,,,,,,,,,,,,,,,,,,,,,,,,,
,DE,15,_04,,LD_,B_,_hhg,_hhg,Sink,LD_DE15_04_hhg,B_DE15_04_hhg,LD_DE15_04_hhg,,11.644,,,,seq,,,TRUE,,,,,,,,
,DE,15,_04,,LD_,B_,_ind,_ind,Sink,LD_DE15_04_ind,B_DE15_04_ind,LD_DE15_04_ind,,1.553,,,,seq,,,TRUE,,,,,,,,
"Das soll eigentlich nicht, ist nur notfallsource",DE,15,_04,,R_,B_,_hhg,_hhg,Source,R_DE15_04_hhg,R_DE15_04_hhg,B_DE15_04_hhg,,,,,,,,10000.00,,,,,,,,,
"Das soll eigentlich nicht, ist nur notfallsource",DE,15,_04,,R_,B_,_ind,_ind,Source,R_DE15_04_ind,R_DE15_04_ind,B_DE15_04_ind,,,,,,,,10000.00,,,,,,,,,
,DE,15,_04,,EX_,B_,_hhg,_hhg,Sink,EX_DE15_04_hhg,B_DE15_04_hhg,EX_DE15_04_hhg,,,,,,,,0.00,TRUE,,,,,,,,
,DE,15,_04,,EX_,B_,_ind,_ind,Sink,EX_DE15_04_ind,B_DE15_04_ind,EX_DE15_04_ind,,,,,,,,0.00,TRUE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,###DE15__5_1 Müllverbrennngsanlage BNA0097 GD ohne Kühlung,,,,,,,,,,,,,,,,,,,,
BNA0097,DE,15,_05,_01,GD_,B_,_w,_w,LinearTransformer,GD_DE15_05_01_w,B_DEGL_w,GD_DE15_05_01_w,,,,,,,,,,,,,,,,,
BNA0097,DE,15,_05,_01,GD_,B_,_w,_el,LinearTransformer,GD_DE15_05_01_w,GD_DE15_05_01_w,B_DE15_el,0.28,40.000,,,,,,,,,,,,,,,
BNA0097,DE,15,_05,_01,GD_,B_,_w,_th,LinearTransformer,GD_DE15_05_01_w,GD_DE15_05_01_w,B_DE15_05_01_th,0.52,75.000,,,,,,,,,,,,,,,
BNA0097,DE,15,_05,_01,HPP_,B_,_th,_th,LinearTransformer,HPP_DE15_05_01_th,B_DE15_05_01_th,HPP_DE15_05_01_th,,,,,,,,,,,,,,,,,
BNA0097,DE,15,_05,_01,HPP_,B_,_th,_hhg,LinearTransformer,HPP_DE15_05_01_th,HPP_DE15_05_01_th,B_DE15_05_hhg,1.00,75.000,,,,,,,,,,,,,,,
,,,,,,,,,"###DE15__5_2: GuD für Papierfabrik, GD mit Abhitzekessel und nachgeschalteten DT, Ohne Kühlung BNA0100",,,,,,,,,,,,,,,,,,,,
BNA0100,DE,15,_05,_02,GD_,B_,_gas,_gas,LinearTransformer,GD_DE15_05_02_gas,B_DEGL_gas,GD_DE15_05_02_gas,,,,,,,,,,,,,,,,,
BNA0100,DE,15,_05,_02,GD_,B_,_gas,_el,LinearTransformer,GD_DE15_05_02_gas,GD_DE15_05_02_gas,B_DE15_el,0.28,36.000,,,,,,,,,,,,,,,
BNA0100,DE,15,_05,_02,GD_,B_,_gas,_th,LinearTransformer,GD_DE15_05_02_gas,GD_DE15_05_02_gas,B_DE15_05_02_th,0.52,66.000,,,,,,,,,,,,,,,
BNA0100,DE,15,_05,_02,HPP_,B_,_th,_th,LinearTransformer,HPP_DE15_05_02_th,B_DE15_05_02_th,HPP_DE15_05_02_th,,,,,,,,,,,,,,,,,
BNA0100,DE,15,_05,_02,HPP_,B_,_th,_ind,LinearTransformer,HPP_DE15_05_02_th,HPP_DE15_05_02_th,B_DE15_05_ind,1.00,66.000,,,,,,,,,,,,,,,
,,,,,,,,,###DE15__5_3: HKW Schildescher Str.DT als GD ohne Kühlung. Mit HK,,,,,,,,,,,,,,,,,,,,
BNA0098_0101,DE,15,_05,_03,GD_,B_,_gas,_gas,LinearTransformer,GD_DE15_05_03_gas,B_DEGL_gas,GD_DE15_05_03_gas,,,,,,,,,,,,,,,,,
BNA0098_0101,DE,15,_05,_03,GD_,B_,_gas,_el,LinearTransformer,GD_DE15_05_03_gas,GD_DE15_05_03_gas,B_DE15_el,0.26,80.000,,,,,,,,,,,,,,,
BNA0098_0101,DE,15,_05,_03,GD_,B_,_gas,_th,LinearTransformer,GD_DE15_05_03_gas,GD_DE15_05_03_gas,B_DE15_05_03_th,0.54,165.000,,,,,,,,,,,,,,,
BNA0098_0101,DE,15,_05,_03,HK_,B_,_gas,,LinearTransformer,HK_DE15_05_03_gas,B_DEGL_gas,HK_DE15_05_03_gas,,,,,,,,,,,,,,,,,
BNA0098_0101,DE,15,_05,_03,HK_,B_,_gas,_th,LinearTransformer,HK_DE15_05_03_gas,HK_DE15_05_03_gas,B_DE15_05_03_th,0.92,40.000,,,,,,,,,,,,,,,
BNA0098_0101,DE,15,_05,_03,HPP_,B_,_th,_th,LinearTransformer,HPP_DE15_05_03_th,B_DE15_05_03_th,HPP_DE15_05_03_th,,,,,,,,,,,,,,,,,
BNA0098_0101,DE,15,_05,_03,HPP_,B_,_th,_hhg,LinearTransformer,HPP_DE15_05_03_th,HPP_DE15_05_03_th,B_DE15_05_hhg,1.00,205.000,,,,,,,,,,,,,,,
,,,,,,,,,###DE15__5_4: Holz-Heizkraftwerk GD ohne Kühlung,,,,,,,,,,,,,,,,,,,,
Holz_HW,DE,15,_05,_04,GD_,B_,_w,_w,LinearTransformer,GD_DE15_05_04_w,B_DEGL_w,GD_DE15_05_04_w,,,,,,,,,,,,,,,,,
Holz_HW,DE,15,_05,_04,GD_,B_,_w,_el,LinearTransformer,GD_DE15_05_04_w,GD_DE15_05_04_w,B_DE15_el,0.16,1.350,,,,,,,,,,,,,,,
Holz_HW,DE,15,_05,_04,GD_,B_,_w,_th,LinearTransformer,GD_DE15_05_04_w,GD_DE15_05_04_w,B_DE15_05_04_th,0.64,5.500,,,,,,,,,,,,,,,
Holz_HW,DE,15,_05,_04,HPP_,B_,_th,_th,LinearTransformer,HPP_DE15_05_04_th,B_DE15_05_04_th,HPP_DE15_05_04_th,,,,,,,,,,,,,,,,,
Holz_HW,DE,15,_05,_04,HPP_,B_,_th,_hhg,LinearTransformer,HPP_DE15_05_04_th,HPP_DE15_05_04_th,B_DE15_05_hhg,1.00,5.500,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DE,15,_05,,LD_,B_,_hhg,_hhg,Sink,LD_DE15_05_hhg,B_DE15_05_hhg,LD_DE15_05_hhg,,48.300,,,,seq,,,TRUE,,,,,,,,
,DE,15,_05,,LD_,B_,_ind,_ind,Sink,LD_DE15_05_ind,B_DE15_05_ind,LD_DE15_05_ind,,3.847,,,,seq,,,TRUE,,,,,,,,
,DE,15,_05,,R_,B_,_hhg,_hhg,Source,R_DE15_05_hhg,R_DE15_05_hhg,B_DE15_05_hhg,,,,,,,,10000.00,,,,,,,,,
,DE,15,_05,,R_,B_,_ind,_ind,Source,R_DE15_05_ind,R_DE15_05_ind,B_DE15_05_ind,,,,,,,,10000.00,,,,,,,,,
,DE,15,_05,,EX_,B_,_hhg,_hhg,Sink,EX_DE15_05_hhg,B_DE15_05_hhg,EX_DE15_05_hhg,,,,,,,,0.00,TRUE,,,,,,,,
,DE,15,_05,,EX_,B_,_ind,_ind,Sink,EX_DE15_05_ind,B_DE15_05_ind,EX_DE15_05_ind,,,,,,,,0.00,TRUE,,,,,,,,
