,Land,Region,UnterRegion/Netzart,,Komponentenart,,K.Spezifikation,B./Spezifikationen,class,label,source,target,conversion_factors,nominal_value,min,max,summed_max,actual_value,fixed_costs,variable_costs,fixed,nominal_capacity,capacity_loss,inflow_conversion_factor,outflow_conversion_factor,initial_capacity,capacity_min,capacity_max,balanced
HW_lgas_hhg,DE,NI,,_08,HW_,B_,_lgas,_lgas,LinearTransformer,HW_DENI_08_lgas,B_DEGL_lgas,HW_DENI_08_lgas,,,,,,,,,,,,,,,,,
,DE,NI,,_08,HW_,B_,_lgas,_hhg,LinearTransformer,HW_DENI_08_lgas,HW_DENI_08_lgas,B_DENI_hhg,0.83,297.71,,,,,,,,,,,,,,,
,,,,###NI_09_HW_gas_ind,,,,,,,,,,,,,,,,,,,,,,,,,
HW_gas_ind,DE,NI,,_09,HW_,B_,_gas,_gas,LinearTransformer,HW_DENI_09_gas,B_DEGL_gas,HW_DENI_09_gas,,,,,,,,,,,,,,,,,
,DE,NI,,_09,HW_,B_,_gas,_ind,LinearTransformer,HW_DENI_09_gas,HW_DENI_09_gas,B_DENI_ind,0.84,2458.08,,,,,,,,,,,,,,,
,,,,###NI_10_HW_gas_hhg,,,,,,,,,,,,,,,,,,,,,,,,,
HW_gas_hhg,DE,NI,,_10,HW_,B_,_gas,_gas,LinearTransformer,HW_DENI_10_gas,B_DEGL_gas,HW_DENI_10_gas,,,,,,,,,,,,,,,,,
,DE,NI,,_10,HW_,B_,_gas,_hhg,LinearTransformer,HW_DENI_10_gas,HW_DENI_10_gas,B_DENI_hhg,0.84,12506.82,,,,,,,,,,,,,,,
,,,,###NI_13_HW_bm_ind,,,,,,,,,,,,,,,,,,,,,,,,,
HW_bm_ind,DE,NI,,_13,HW_,B_,_bm,_bm,LinearTransformer,HW_DENI_13_bm,B_DEGL_bm,HW_DENI_13_bm,,,,,,,,,,,,,,,,,
,DE,NI,,_13,HW_,B_,_bm,_ind,LinearTransformer,HW_DENI_13_bm,HW_DENI_13_bm,B_DENI_ind,0.80,96.99,,,,,,,,,,,,,,,
,,,,###NI_14_HW_bm_hhg,,,,,,,,,,,,,,,,,,,,,,,,,
HW_bm_hhg,DE,NI,,_14,HW_,B_,_bm,_bm,LinearTransformer,HW_DENI_14_bm,B_DEGL_bm,HW_DENI_14_bm,,,,,,,,,,,,,,,,,
,DE,NI,,_14,HW_,B_,_bm,_hhg,LinearTransformer,HW_DENI_14_bm,HW_DENI_14_bm,B_DENI_hhg,0.80,1845.87,,,,,,,,,,,,,,,
,,,,###NI_16_HW_others,,,,,,,,,,,,,,,,,,,,,,,,,
HW_others,DE,NI,,_16,HW_,B_,_others,_others,LinearTransformer,HW_DENI_16_others,B_DEGL_others,HW_DENI_16_others,,,,,,,,,,,,,,,,,
,,,,###Verteilung,,,,,,,,,,,,,,,,,,,,,,,,,
,DE,NI,,,VER_,B_,_hhg,_hhg,LinearTransformer,VER_DENI_hhg,B_DENI_hhg,VER_DENI_hhg,,,,,,,,,,,,,,,,,
,DE,NI,150,,VER_,B_,_hhg,_hhg,LinearTransformer,VER_DENI_hhg,VER_DENI_hhg,B_DE150_hhg,0.77,15429.584,,,,,,,,,,,,,,,
,DE,NI,restNI,,VER_,B_,_hhg,_hhg,LinearTransformer,VER_DENI_hhg,VER_DENI_hhg,B_DErestNI_hhg,0.23,4604.116,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DE,NI,,,VER_,B_,_ind,_ind,LinearTransformer,VER_DENI_ind,B_DENI_ind,VER_DENI_ind,,,,,,,,,,,,,,,,,
,DE,NI,150,,VER_,B_,_ind,_ind,LinearTransformer,VER_DENI_ind,VER_DENI_ind,B_DE150_ind,0.73,2999.461,,,,,,,,,,,,,,,
,DE,NI,restNI,,VER_,B_,_ind,_ind,LinearTransformer,VER_DENI_ind,VER_DENI_ind,B_DErestNI_ind,0.27,1107.400,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DE,NI,,,VER_,B_,_el,_el,LinearTransformer,VER_DENI_el,B_DENI_el,VER_DENI_el,,,,,,,,,,,,,,,,,
,DE,NI,15,,VER_,B_,_el,_el,LinearTransformer,VER_DENI_el,VER_DENI_el,B_DE15_el,0.05,236.300,,,,,,,,,,,,,,,
,DE,NI,restNI,,VER_,B_,_el,_el,LinearTransformer,VER_DENI_el,VER_DENI_el,B_DErestNI_el,0.95,2489.800,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,###Kontroll,,,,,,,,,,,,,,,,,,,,,,,,,
,DE,NI,,,EX_,B_,_el,_el,Sink,EX_DENI_el,B_DENI_el,EX_DENI_el,,,,,,,,0.00,TRUE,,,,,,,,
,DE,NI,,,EX_,B_,_hhg,_hhg,Sink,EX_DENI_hhg,B_DENI_hhg,EX_DENI_hhg,,,,,,,,0.00,TRUE,,,,,,,,
,DE,NI,,,EX_,B_,_ind,_ind,Sink,EX_DENI_ind,B_DENI_ind,EX_DENI_ind,,,,,,,,0.00,TRUE,,,,,,,,
,DE,NI,,,R_,B_,_hhg,_hhg,Source,R_DENI_hhg,R_DENI_hhg,B_DENI_hhg,,,,,,,,10000.00,,,,,,,,,
,DE,NI,,,R_,B_,_ind,_ind,Source,R_DENI_ind,R_DENI_ind,B_DENI_ind,,,,,,,,10000.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,### andere Regionen der Bundesländer,,,,,,,,,,,,,,,,,,,,
,,,,### Vom BL zu anderen Regionen,,,,,,,,,,,,,,,,,,,,,,,,,
,DE,restNRW,,,LD_,B_,_el,_el,Sink,LD_DErestNRW_el,B_DErestNRW_el,LD_DErestNRW_el,,,,,,,,,TRUE,,,,,,,,
,DE,restNRW,,,LD_,B_,_hhg,_hhg,Sink,LD_DErestNRW_hhg,B_DErestNRW_hhg,LD_DErestNRW_hhg,,15655.418,,,,seq,,,TRUE,,,,,,,,
,DE,restNRW,,,LD_,B_,_ind,_ind,Sink,LD_DErestNRW_ind,B_DErestNRW_ind,LD_DErestNRW_ind,,988.293,,,,seq,,,TRUE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DE,restNI,,,LD_,B_,_el,_el,Sink,LD_DErestNI_el,B_DErestNI_el,LD_DErestNI_el,,,,,,,,,TRUE,,,,,,,,
,DE,restNI,,,LD_,B_,_hhg,_hhg,Sink,LD_DErestNI_hhg,B_DErestNI_hhg,LD_DErestNI_hhg,,1594.071,,,,seq,,,TRUE,,,,,,,,
,DE,restNI,,,LD_,B_,_ind,_ind,Sink,LD_DErestNI_ind,B_DErestNI_ind,LD_DErestNI_ind,,96.898,,,,seq,,,TRUE,,,,,,,,
,,,,###Kontroll,,,,,,,,,,,,,,,,,,,,,,,,,
,DE,restNI,,,EX_,B_,_el,_el,Sink,EX_DErestNI_el,B_DErestNI_el,EX_DErestNI_el,,,,,,,,0.00,TRUE,,,,,,,,
,DE,restNI,,,EX_,B_,_hhg,_hhg,Sink,EX_DErestNI_hhg,B_DErestNI_hhg,EX_DErestNI_hhg,,,,,,,,0.00,TRUE,,,,,,,,
,DE,restNI,,,EX_,B_,_ind,_ind,Sink,EX_DErestNI_ind,B_DErestNI_ind,EX_DErestNI_ind,,,,,,,,0.00,TRUE,,,,,,,,
,DE,restNI,,,R_,B_,_hhg,_hhg,Source,R_DErestNI_hhg,R_DErestNI_hhg,B_DErestNI_hhg,,,,,,,,10000.00,,,,,,,,,
,DE,restNI,,,R_,B_,_ind,_ind,Source,R_DErestNI_ind,R_DErestNI_ind,B_DErestNI_ind,,,,,,,,10000.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DE,restNRW,,,EX_,B_,_el,_el,Sink,EX_DErestNRW_el,B_DErestNRW_el,EX_DErestNRW_el,,,,,,,,0.00,TRUE,,,,,,,,
,DE,restNRW,,,EX_,B_,_hhg,_hhg,Sink,EX_DErestNRW_hhg,B_DErestNRW_hhg,EX_DErestNRW_hhg,,,,,,,,0.00,TRUE,,,,,,,,
,DE,restNRW,,,EX_,B_,_ind,_ind,Sink,EX_DErestNRW_ind,B_DErestNRW_ind,EX_DErestNRW_ind,,,,,,,,0.00,TRUE,,,,,,,,
,DE,restNRW,,,R_,B_,_hhg,_hhg,Source,R_DErestNRW_hhg,R_DErestNRW_hhg,B_DErestNRW_hhg,,,,,,,,10000.00,,,,,,,,,
,DE,restNRW,,,R_,B_,_ind,_ind,Source,R_DErestNRW_ind,R_DErestNRW_ind,B_DErestNRW_ind,,,,,,,,10000.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,###REGION_15,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,###UR_0,,,,,,,,,,,,,,,,,,,,
,DE,15,,,LD_,B_,_el,_el,Sink,LD_DE15_el,B_DE15_el,LD_DE15_el,,4311.00,,,,seq,,,TRUE,,,,,,,,
,DE,15,0,,LD_,B_,_hhg,_hhg,Sink,LD_DE150_hhg,B_DE150_hhg,LD_DE150_hhg,,6860.612,,,,seq,,,TRUE,,,,,,,,
,DE,15,0,,LD_,B_,_ind,_ind,Sink,LD_DE150_ind,B_DE150_ind,LD_DE150_ind,,423.626,,,,seq,,,TRUE,,,,,,,,
,,,,,,,,,###El,,,,,,,,,,,,,,,,,,,,
,,,,###15_01_PP__bm,,,,,,,,,,,,,,,,,,,,,,,,,
PP__bm,DE,15,,_01,PP_,B_,_bm,_bm,LinearTransformer,PP_DE15_01_bm,B_DEGL_bm,PP_DE15_01_bm,,,,,,,,,,,,,,,,,
,DE,15,,_01,PP_,B_,_bm,_el,LinearTransformer,PP_DE15_01_bm,PP_DE15_01_bm,B_DE15_el,0.38,56.70,,,,,,,,,,,,,,,
,,,,###15_02_PP__hc,,,,,,,,,,,,,,,,,,,,,,,,,
PP__hc,DE,15,,_02,PP_,B_,_hc,_hc,LinearTransformer,PP_DE15_02_hc,B_DEGL_hc,PP_DE15_02_hc,,,,,,,,,,,,,,,,,
,DE,15,,_02,PP_,B_,_hc,_el,LinearTransformer,PP_DE15_02_hc,PP_DE15_02_hc,B_DE15_el,0.41,2069.00,,,,,,,,,,,,,,,
,,,,###15_03_PP__hy,,,,,,,,,,,,,,,,,,,,,,,,,
PP__hy,DE,15,,_03,PP_,B_,_hy,_hy,LinearTransformer,PP_DE15_03_hy,B_DEGL_hy,PP_DE15_03_hy,,,,,,,,,,,,,,,,,
,DE,15,,_03,PP_,B_,_hy,_el,LinearTransformer,PP_DE15_03_hy,PP_DE15_03_hy,B_DE15_el,0.75,239.36,,,,,,,,,,,,,,,
,,,,###15_04_PP__li,,,,,,,,,,,,,,,,,,,,,,,,,
PP__li,DE,15,,_04,PP_,B_,_li,_li,LinearTransformer,PP_DE15_04_li,B_DEGL_li,PP_DE15_04_li,,,,,,,,,,,,,,,,,
,DE,15,,_04,PP_,B_,_li,_el,LinearTransformer,PP_DE15_04_li,PP_DE15_04_li,B_DE15_el,0.36,405.00,,,,,,,,,,,,,,,
,,,,###15_05_PP__gas,,,,,,,,,,,,,,,,,,,,,,,,,
PP__gas,DE,15,,_05,PP_,B_,_gas,_gas,LinearTransformer,PP_DE15_05_gas,B_DEGL_gas,PP_DE15_05_gas,,,,,,,,,,,,,,,,,
,DE,15,,_05,PP_,B_,_gas,_el,LinearTransformer,PP_DE15_05_gas,PP_DE15_05_gas,B_DE15_el,0.37,1139.50,,,,,,,,,,,,,,,
,,,,###15_06_PP__nu,,,,,,,,,,,,,,,,,,,,,,,,,
PP__nu,DE,15,,_06,PP_,B_,_nu,_nu,LinearTransformer,PP_DE15_06_nu,B_DEGL_nu,PP_DE15_06_nu,,,,,,,,,,,,,,,,,
,DE,15,,_06,PP_,B_,_nu,_el,LinearTransformer,PP_DE15_06_nu,PP_DE15_06_nu,B_DE15_el,0.35,1430.00,,,,,,,,,,,,,,,
,,,,###15_07_PP__oil,,,,,,,,,,,,,,,,,,,,,,,,,
PP__oil,DE,15,,_07,PP_,B_,_oil,_oil,LinearTransformer,PP_DE15_07_oil,B_DEGL_oil,PP_DE15_07_oil,,,,,,,,,,,,,,,,,
,DE,15,,_07,PP_,B_,_oil,_el,LinearTransformer,PP_DE15_07_oil,PP_DE15_07_oil,B_DE15_el,0.38,2.80,,,,,,,,,,,,,,,
,,,,###15_08_PP__w,,,,,,,,,,,,,,,,,,,,,,,,,
PP__w,DE,15,,_08,PP_,B_,_w,_w,LinearTransformer,PP_DE15_08_w,B_DEGL_w,PP_DE15_08_w,,,,,,,,,,,,,,,,,
,DE,15,,_08,PP_,B_,_w,_el,LinearTransformer,PP_DE15_08_w,PP_DE15_08_w,B_DE15_el,0.33,60.00,,,,,,,,,,,,,,,
,,,,###15_EE__solar,,,,,,,,,,,,,,,,,,,,,,,,,
EE__solar,DE,15,,,EE_,B_,_solar,_el,Source,EE_DE15_solar,EE_DE15_solar,B_DE15_el,,1490303.08,,,,seq,,,TRUE,,,,,,,,
,,,,###15_EE__wind,,,,,,,,,,,,,,,,,,,,,,,,,
EE__wind,DE,15,,,EE_,B_,_wind,_el,Source,EE_DE15_wind,EE_DE15_wind,B_DE15_el,,3327405.00,,,,seq,,,TRUE,,,,,,,,
,,,,###Kontroll,,,,,,,,,,,,,,,,,,,,,,,,,
,DE,15,,,EX_,B_,_el,_el,Sink,EX_DE15_el,B_DE15_el,EX_DE15_el,,,,,,,,0.00,TRUE,,,,,,,,
,DE,15,0,,EX_,B_,_hhg,_hhg,Sink,EX_DE150_hhg,B_DE150_hhg,EX_DE150_hhg,,,,,,,,0.00,TRUE,,,,,,,,
,DE,15,0,,EX_,B_,_ind,_ind,Sink,EX_DE150_ind,B_DE150_ind,EX_DE150_ind,,,,,,,,0.00,TRUE,,,,,,,,
,DE,15,0,,R_,B_,_hhg,_hhg,Source,R_DE150_hhg,R_DE150_hhg,B_DE150_hhg,,,,,,,,100000.00,,,,,,,,,
,DE,15,0,,R_,B_,_ind,_ind,Source,R_DE150_ind,R_DE150_ind,B_DE150_ind,,,,,,,,100000.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,###UR_1(Hannover__HPPek_1_: Linden_GuD_EK_mit_HP,,,,,,,,,,,,,,,,,,,,
"BNA0418, Linden",DE,15,_01,_01,EK_,B_,_gas,_gas,LinearTransformer,EK_DE15_01_01_gas,B_DEGL_gas,EK_DE15_01_01_gas,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BNA0418, Linden",DE,15,_01,_01,EK_,B_,_gas,_el,LinearTransformer,EK_DE15_01_01_gas,EK_DE15_01_01_gas,B_DE15_el,0.55,255.000,,,,,,,,,,,,,,,
"BNA0418, Linden",DE,15,_01,_01,EK_,B_,_gas,_th,LinearTransformer,EK_DE15_01_01_gas,EK_DE15_01_01_gas,B_DE15_01_01_th,0.35,185.000,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,###DE15_dhg1_HP(2Stueck)_Regel- und Heisswasserkessel_Linden ,,,,,,,,,,,,,,,,,,,,
"BNA0418, Linden",DE,15,_01,_01,HK_,B_,_gas,,LinearTransformer,HK_DE15_01_01_gas,B_DEGL_gas,HK_DE15_01_01_gas,,,,,,,,,,,,,,,,,
"BNA0418, Linden",DE,15,_01,_01,HK_,B_,_gas,_th,LinearTransformer,HK_DE15_01_01_gas,HK_DE15_01_01_gas,B_DE15_01_01_th,0.92,210.000,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HKW_Linden, Hannover",DE,15,_01,_01,Cex_,B_,,_th,Sink,Cex_DE15_01_01,B_DE15_01_01_th,Cex_DE15_01_01,,,,185.00,,,,,,,,,,,,,
"HKW_Linden, Hannover",DE,15,_01,_01,HPP_,B_,_th,_th,LinearTransformer,HPP_DE15_01_01_th,B_DE15_01_01_th,HPP_DE15_01_01_th,,,,,,,,,,,,,,,,,
"HKW_Linden, Hannover",DE,15,_01,_01,HPP_,B_,_th,_hhg,LinearTransformer,HPP_DE15_01_01_th,HPP_DE15_01_01_th,B_DE15_01_hhg,1.00,395.000,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,###DE15_1_dhg_HPPek_2_: Stöcken_DT_EK,,,,,,,,,,,,,,,,,,,,
"BNA0420_21, Stoecken",DE,15,_01,_02,EK_,B_,_hc,_hc,LinearTransformer,EK_DE15_01_02_hc,B_DEGL_hc,EK_DE15_01_02_hc,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BNA0420_21, Stoecken",DE,15,_01,_02,EK_,B_,_hc,_el,LinearTransformer,EK_DE15_01_02_hc,EK_DE15_01_02_hc,B_DE15_el,0.36,300.000,,,,,,,,,,,,,,,
"BNA0420_21, Stoecken",DE,15,_01,_02,EK_,B_,_hc,_th,LinearTransformer,EK_DE15_01_02_hc,EK_DE15_01_02_hc,B_DE15_01_02_th,0.52,425.000,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HKW_Stoecken, Hannver",DE,15,_01,_02,Cex_,B_,,_th,Sink,Cex_DE15_01_02,B_DE15_01_02_th,Cex_DE15_01_02,,,,425.00,,,,,,,,,,,,,
"HKW_Stoecken, Hannver",DE,15,_01,_02,HPP_,B_,_th,_th,LinearTransformer,HPP_DE15_01_02_th,B_DE15_01_02_th,HPP_DE15_01_02_th,,,,,,,,,,,,,,,,,
"HKW_Stoecken, Hannver",DE,15,_01,_02,HPP_,B_,_th,_hhg,LinearTransformer,HPP_DE15_01_02_th,HPP_DE15_01_02_th,B_DE15_01_hhg,0.20,85.000,,,,,,,,,,,,,,,
"HKW_Stoecken, Hannver",DE,15,_01,_02,HPP_,B_,_th,_ind,LinearTransformer,HPP_DE15_01_02_th,HPP_DE15_01_02_th,B_DE15_01_ind,0.80,340.000,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,###DE15_1_dhg_HPPek_3_: Herrenhausen_DT_EK,,,,,,,,,,,,,,,,,,,,
"BNA0419, Linden",DE,15,_01,_03,EK_,B_,_gas,_gas,LinearTransformer,EK_DE15_01_03_gas,B_DEGL_gas,EK_DE15_01_03_gas,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BNA0419, Linden",DE,15,_01,_03,EK_,B_,_gas,_el,LinearTransformer,EK_DE15_01_03_gas,EK_DE15_01_03_gas,B_DE15_el,0.38,120.000,,,,,,,,,,,,,,,
"BNA0419, Linden",DE,15,_01,_03,EK_,B_,_gas,_th,LinearTransformer,EK_DE15_01_03_gas,EK_DE15_01_03_gas,B_DE15_01_03_th,0.42,280.000,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HKW_Herrenhausen, Hannover",DE,15,_01,_03,Cex_3_,B_,_gas,_th,Sink,Cex_3_DE15_01_03_gas,B_DE15_01_03_th,Cex_3_DE15_01_03_gas,,,,280.00,,,,,,,,,,,,,
"HKW_Herrenhausen, Hannover",DE,15,_01,_03,HPP_,B_,_th,_th,LinearTransformer,HPP_DE15_01_03_th,B_DE15_01_03_th,HPP_DE15_01_03_th,,,,,,,,,,,,,,,,,
"HKW_Herrenhausen, Hannover",DE,15,_01,_03,HPP_,B_,_th,_hhg,LinearTransformer,HPP_DE15_01_03_th,HPP_DE15_01_03_th,B_DE15_01_hhg,1.00,280.000,,,,,,,,,,,,,,,
,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,
,DE,15,_01,,LD_,B_,_hhg,_hhg,Sink,LD_DE15_01_hhg,B_DE15_01_hhg,LD_DE15_01_hhg,,162.575,,,,seq,,,TRUE,,,,,,,,
,DE,15,_01,,LD_,B_,_ind,_ind,Sink,LD_DE15_01_ind,B_DE15_01_ind,LD_DE15_01_ind,,4.458,,,,seq,,,TRUE,,,,,,,,
"Das soll eigentlich nicht, ist nur notfallsource",DE,15,_01,,R_,B_,_hhg,_hhg,Source,R_DE15_01_hhg,R_DE15_01_hhg,B_DE15_01_hhg,,,,,,,,10000.00,,,,,,,,,
"Das soll eigentlich nicht, ist nur notfallsource",DE,15,_01,,R_,B_,_ind,_ind,Source,R_DE15_01_ind,R_DE15_01_ind,B_DE15_01_ind,,,,,,,,10000.00,,,,,,,,,
,DE,15,_01,,EX_,B_,_hhg,_hhg,Sink,EX_DE15_01_hhg,B_DE15_01_hhg,EX_DE15_01_hhg,,,,,,,,,TRUE,,,,,,,,
,DE,15,_01,,EX_,B_,_ind,_ind,Sink,EX_DE15_01_ind,B_DE15_01_ind,EX_DE15_01_ind,,,,,,,,,TRUE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,###DE15_2_Braunschweig_dhg_HPPek_1_: HKW_Mitte_DT_EK_mit_HP_und_GuD,,,,,,,,,,,,,,,,,,,,
,DE,GL,,,R_,B_,_hc,_hc_gas,Source,R_DEGL_hc,R_DEGL_hc,B_DEGL_hc_gas,,62.000,,,,,,45.87,,,,,,,,,
,DE,GL,,,R_,B_,_gas,_hc_gas,Source,R_DEGL_gas,R_DEGL_gas,B_DEGL_hc_gas,,124.000,,,,,,54.05,,,,,,,,,
"BNA0135_0138, Braunschweig",DE,15,_02,_1,EK_,B_,_hc_gas,_hc_gas,LinearTransformer,EK_DE15_02_1_hc_gas,B_DEGL_hc_gas,EK_DE15_02_1_hc_gas,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BNA0135_0138, Braunschweig",DE,15,_02,_1,EK_,B_,_hc_gas,_el,LinearTransformer,EK_DE15_02_1_hc_gas,EK_DE15_02_1_hc_gas,B_DE15_el,0.42,78.000,,,,,,,,,,,,,,,
"BNA0135_0138, Braunschweig",DE,15,_02,_1,EK_,B_,_hc_gas,_th,LinearTransformer,EK_DE15_02_1_hc_gas,EK_DE15_02_1_hc_gas,B_DE15_02_1_th,0.48,170.000,,,,,,,,,,,,,,,
,,,_02,_1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,_02,_1,,,,,### GuD von HKW_Mitte,,,,,,,,,,,,,,,,,,,,
"BNA0136, Braunschweig",DE,15,_02,_1,GdmA_,B_,_gas,_gas,LinearTransformer,GdmA_DE15_02_1_gas,B_DEGL_gas,GdmA_DE15_02_1_gas,,,,,,,,,,,,,,,,,
,,,_02,_1,,,,,,,,,,,,,,,,,,,,,,,,,
"BNA0136, Braunschweig",DE,15,_02,_1,GdmA_,B_,_gas,_el,LinearTransformer,GdmA_DE15_02_1_gas,GdmA_DE15_02_1_gas,B_DE15_el,0.59,77.000,,,,,,,,,,,,,,,
"BNA0136, Braunschweig",DE,15,_02,_1,GdmA_,B_,_gas,_th,LinearTransformer,GdmA_DE15_02_1_gas,GdmA_DE15_02_1_gas,B_DE15_02_1_th,0.31,60.000,,,,,,,,,,,,,,,
,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,_02,,,,,,###HP(6 Kessel)_von_HKW_Mitte,,,,,,,,,,,,,,,,,,,,
,DE,15,_02,_1,HK_,B_,_gas,,LinearTransformer,HK_DE15_02_1_gas,B_DEGL_gas,HK_DE15_02_1_gas,,,,,,,,,,,,,,,,,
,DE,15,_02,_1,HK_,B_,_gas,_th,LinearTransformer,HK_DE15_02_1_gas,HK_DE15_02_1_gas,B_DE15_02_1_th,0.92,160.000,,,,,,,,,,,,,,,
,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,
"HWK_Mitte, Branschweig",DE,15,_02,_1,Cex_,B_,,_th,Sink,Cex_DE15_02_1,B_DE15_02_1_th,Cex_DE15_02_1,,,,230.00,,,,,,,,,,,,,
"HWK_Mitte, Branschweig",DE,15,_02,_1,HPP_,B_,_th,_th,LinearTransformer,HPP_DE15_02_1_th,B_DE15_02_1_th,HPP_DE15_02_1_th,,,,,,,,,,,,,,,,,
"HWK_Mitte, Branschweig",DE,15,_02,_1,HPP_,B_,_th,_hhg,LinearTransformer,HPP_DE15_02_1_th,HPP_DE15_02_1_th,B_DE15_02_hhg,1.00,390.000,,,,,,,,,,,,,,,
,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,_02,,,,,,###DE15_2_Braunschweig_dhg_HPPgd_2_: HKW_Nord_GT,,,,,,,,,,,,,,,,,,,,
"BNA0137, Braunschweig",DE,15,_02,_2,GdoA_,B_,_gas,_gas,LinearTransformer,GdoA_DE15_02_2_gas,B_DEGL_gas,GdoA_DE15_02_2_gas,,,,,,,,,,,,,,,,,
,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,
"BNA0137, Braunschweig",DE,15,_02,_2,GdoA_,B_,_gas,_el,LinearTransformer,GdoA_DE15_02_2_gas,GdoA_DE15_02_2_gas,B_DE15_el,0.29,26.500,,,,,,,,,,,,,,,
"BNA0137, Braunschweig",DE,15,_02,_2,GdoA_,B_,_gas,_th,LinearTransformer,GdoA_DE15_02_2_gas,GdoA_DE15_02_2_gas,B_DE15_02_2_th,0.61,80.000,,,,,,,,,,,,,,,
,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,
"HKW_Nord, Braunschweig",DE,15,_02,_2,HPP_,B_,_th,_th,LinearTransformer,HPP_DE15_02_2_th,B_DE15_02_2_th,HPP_DE15_02_2_th,,,,,,,,,,,,,,,,,
"HKW_Nord, Braunschweig",DE,15,_02,_2,HPP_,B_,_th,_hhg,LinearTransformer,HPP_DE15_02_2_th,HPP_DE15_02_2_th,B_DE15_02_hhg,1.00,80.000,,,,,,,,,,,,,,,
,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,_02,,,,,,###DE15_2_Braunschweig_dhg_HPPbhkw_3_: BHKW am Hungerkamp mit Biogas,,,,,,,,,,,,,,,,,,,,
BHKW am Hungerkamp,DE,15,_02,_3,BHKW_,B_,_gas,_gas,LinearTransformer,BHKW_DE15_02_3_gas,B_DEGL_gas,BHKW_DE15_02_3_gas,,,,,,,,,,,,,,,,,
,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,
BHKW am Hungerkamp,DE,15,_02,_3,BHKW_,B_,_gas,_el,LinearTransformer,BHKW_DE15_02_3_gas,BHKW_DE15_02_3_gas,B_DE15_el,0.40,1.900,,,,,,,,,,,,,,,
BHKW am Hungerkamp,DE,15,_02,_3,BHKW_,B_,_gas,_th,LinearTransformer,BHKW_DE15_02_3_gas,BHKW_DE15_02_3_gas,B_DE15_02_3_th,0.50,2.100,,,,,,,,,,,,,,,
,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,
BHKW am Hungerkamp,DE,15,_02,_3,HPP_,B_,_th,_th,LinearTransformer,HPP_DE15_02_3_th,B_DE15_02_3_th,HPP_DE15_02_3_th,,,,,,,,,,,,,,,,,
BHKW am Hungerkamp,DE,15,_02,_3,HPP_,B_,_th,_hhg,LinearTransformer,HPP_DE15_02_3_th,HPP_DE15_02_3_th,B_DE15_02_hhg,1.00,2.100,,,,,,,,,,,,,,,
,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,_02,,,,,,###DE15_2_Braunschweig Wolfsburg_dhg_HPPbhkw_3_: BHKW Braunschweig mit 2 Heisswasserkesseln,,,,,,,,,,,,,,,,,,,,
