class,Sink,Sink,Sink,Source,Source,Sink,Sink,Sink,Sink
label,LD_DE150_hhg,LD_DE150_ind,LD_DE15_el,EE_DE15_wind,EE_DE15_solar,LD_DErestNI_hhg,LD_DErestNI_ind,LD_DErestNRW_hhg,LD_DErestNRW_ind
source,B_DE150_hhg,B_DE150_ind,B_DE15_el,EE_DE15_wind,EE_DE15_solar,B_DErestNI_hhg,B_DErestNI_ind,B_DErestNRW_hhg,B_DErestNRW_ind
target,LD_DE150_hhg,LD_DE150_ind,LD_DE15_el,B_DE15_el,B_DE15_el,LD_DErestNI_hhg,LD_DErestNI_ind,LD_DErestNRW_hhg,LD_DErestNRW_ind
attribute,actual_value,actual_value,actual_value,actual_value,actual_value,actual_value,actual_value,actual_value,actual_value
2050-04-05 05:00:00+00:00,1.806,9.073,0.673,0.075,0.000,1.848,8.571,1.605,11.520
2050-04-05 06:00:00+00:00,2.017,9.073,0.779,0.053,0.001,2.075,8.571,1.734,11.520
2050-04-05 07:00:00+00:00,1.907,9.073,0.837,0.047,0.057,1.956,8.571,1.669,11.520
2050-04-05 08:00:00+00:00,1.870,9.073,0.863,0.049,0.119,1.923,8.571,1.612,11.520
2050-04-05 09:00:00+00:00,1.817,10.282,0.866,0.045,0.177,1.870,9.714,1.555,13.056
2050-04-05 10:00:00+00:00,1.770,10.282,0.879,0.032,0.231,1.824,9.714,1.507,13.056
2050-04-05 11:00:00+00:00,1.698,10.282,0.895,0.029,0.310,1.749,9.714,1.449,13.056
2050-04-05 12:00:00+00:00,1.674,10.282,0.887,0.030,0.306,1.725,9.714,1.424,13.056
2050-04-05 13:00:00+00:00,1.656,10.282,0.885,0.040,0.266,1.702,9.714,1.430,13.056
2050-04-05 14:00:00+00:00,1.685,10.282,0.865,0.052,0.167,1.733,9.714,1.449,13.056
2050-04-05 15:00:00+00:00,1.707,10.282,0.852,0.062,0.110,1.756,9.714,1.464,13.056
2050-04-05 16:00:00+00:00,1.788,10.282,0.833,0.070,0.053,1.840,9.714,1.538,13.056
2050-04-05 17:00:00+00:00,1.817,10.282,0.832,0.061,0.019,1.864,9.714,1.586,13.056
2050-04-05 18:00:00+00:00,1.826,10.282,0.834,0.048,0.000,1.873,9.714,1.597,13.056
2050-04-05 19:00:00+00:00,1.805,10.282,0.846,0.044,0.000,1.849,9.714,1.594,13.056
2050-04-05 20:00:00+00:00,1.748,10.282,0.850,0.045,0.000,1.789,9.714,1.546,13.056
2050-04-05 21:00:00+00:00,1.571,10.282,0.803,0.041,0.000,1.609,9.714,1.385,13.056
2050-04-05 22:00:00+00:00,1.309,10.282,0.747,0.033,0.000,1.340,9.714,1.158,13.056
2050-04-05 23:00:00+00:00,1.099,9.073,0.675,0.027,0.000,1.132,8.571,0.934,11.520
2050-04-06 00:00:00+00:00,0.924,9.073,0.617,0.022,0.000,0.947,8.571,0.812,11.520
2050-04-06 01:00:00+00:00,0.964,9.073,0.588,0.020,0.000,0.987,8.571,0.851,11.520
2050-04-06 02:00:00+00:00,0.995,9.073,0.574,0.018,0.000,1.018,8.571,0.879,11.520
2050-04-06 03:00:00+00:00,1.076,9.073,0.583,0.021,0.000,1.102,8.571,0.952,11.520
2050-04-06 04:00:00+00:00,1.311,9.073,0.604,0.024,0.000,1.341,8.571,1.163,11.520
2050-04-06 05:00:00+00:00,1.815,9.073,0.654,0.029,0.000,1.859,8.571,1.603,11.520
2050-04-06 06:00:00+00:00,2.028,9.073,0.766,0.029,0.000,2.090,8.571,1.728,11.520
2050-04-06 07:00:00+00:00,1.934,9.073,0.834,0.033,0.065,1.991,8.571,1.658,11.520
2050-04-06 08:00:00+00:00,1.854,9.073,0.872,0.051,0.130,1.907,8.571,1.595,11.520
2050-04-06 09:00:00+00:00,1.786,10.282,0.877,0.084,0.210,1.836,9.714,1.540,13.056
2050-04-06 10:00:00+00:00,1.719,10.282,0.892,0.116,0.319,1.766,9.714,1.486,13.056
2050-04-06 11:00:00+00:00,1.642,10.282,0.907,0.139,0.409,1.688,9.714,1.418,13.056
2050-04-06 12:00:00+00:00,1.601,10.282,0.888,0.155,0.435,1.646,9.714,1.381,13.056
2050-04-06 13:00:00+00:00,1.592,10.282,0.875,0.151,0.383,1.637,9.714,1.373,13.056
2050-04-06 14:00:00+00:00,1.611,10.282,0.855,0.169,0.370,1.657,9.714,1.387,13.056
2050-04-06 15:00:00+00:00,1.649,10.282,0.847,0.165,0.241,1.696,9.714,1.417,13.056
2050-04-06 16:00:00+00:00,1.719,10.282,0.830,0.127,0.158,1.769,9.714,1.474,13.056
2050-04-06 17:00:00+00:00,1.769,10.282,0.827,0.047,0.061,1.821,9.714,1.514,13.056
2050-04-06 18:00:00+00:00,1.779,10.282,0.828,0.021,0.006,1.832,9.714,1.522,13.056
2050-04-06 19:00:00+00:00,1.766,10.282,0.829,0.018,0.000,1.819,9.714,1.509,13.056
2050-04-06 20:00:00+00:00,1.716,10.282,0.840,0.023,0.000,1.766,9.714,1.472,13.056
2050-04-06 21:00:00+00:00,1.536,10.282,0.810,0.032,0.000,1.580,9.714,1.321,13.056
2050-04-06 22:00:00+00:00,1.229,10.282,0.755,0.045,0.000,1.258,9.714,1.087,13.056
2050-04-06 23:00:00+00:00,1.006,9.073,0.683,0.059,0.000,1.030,8.571,0.892,11.520
2050-04-07 00:00:00+00:00,0.906,9.073,0.637,0.073,0.000,0.925,8.571,0.812,11.520
2050-04-07 01:00:00+00:00,0.928,9.073,0.612,0.095,0.000,0.948,8.571,0.834,11.520
2050-04-07 02:00:00+00:00,0.977,9.073,0.598,0.125,0.000,0.997,8.571,0.881,11.520
2050-04-07 03:00:00+00:00,1.094,9.073,0.603,0.146,0.000,1.114,8.571,0.992,11.520
2050-04-07 04:00:00+00:00,1.320,9.073,0.622,0.151,0.000,1.345,8.571,1.200,11.520
2050-04-07 05:00:00+00:00,1.683,9.073,0.674,0.154,0.000,1.720,8.571,1.501,11.520
2050-04-07 06:00:00+00:00,1.883,9.073,0.780,0.152,0.003,1.936,8.571,1.621,11.520
2050-04-07 07:00:00+00:00,1.800,9.073,0.846,0.156,0.032,1.849,8.571,1.559,11.520
2050-04-07 08:00:00+00:00,1.732,9.073,0.878,0.169,0.040,1.778,8.571,1.507,11.520
2050-04-07 09:00:00+00:00,1.667,10.282,0.885,0.204,0.061,1.710,9.714,1.454,13.056
2050-04-07 10:00:00+00:00,1.610,10.282,0.902,0.232,0.071,1.651,9.714,1.409,13.056
2050-04-07 11:00:00+00:00,1.548,10.282,0.924,0.286,0.097,1.588,9.714,1.354,13.056
2050-04-07 12:00:00+00:00,1.520,10.282,0.917,0.249,0.123,1.559,9.714,1.331,13.056
2050-04-07 13:00:00+00:00,1.525,10.282,0.907,0.176,0.168,1.564,9.714,1.337,13.056
2050-04-07 14:00:00+00:00,1.547,10.282,0.899,0.123,0.272,1.587,9.714,1.355,13.056
2050-04-07 15:00:00+00:00,1.569,10.282,0.888,0.092,0.276,1.610,9.714,1.368,13.056
2050-04-07 16:00:00+00:00,1.649,10.282,0.868,0.052,0.189,1.692,9.714,1.438,13.056
2050-04-07 17:00:00+00:00,1.702,10.282,0.858,0.030,0.074,1.747,9.714,1.482,13.056
2050-04-07 18:00:00+00:00,1.714,10.282,0.853,0.051,0.007,1.760,9.714,1.493,13.056
2050-04-07 19:00:00+00:00,1.712,10.282,0.849,0.083,0.000,1.757,9.714,1.490,13.056
2050-04-07 20:00:00+00:00,1.655,10.282,0.851,0.111,0.000,1.698,9.714,1.445,13.056
2050-04-07 21:00:00+00:00,1.479,10.282,0.813,0.126,0.000,1.517,9.714,1.295,13.056
2050-04-07 22:00:00+00:00,1.201,10.282,0.760,0.133,0.000,1.225,9.714,1.083,13.056
2050-04-07 23:00:00+00:00,0.970,9.073,0.681,0.110,0.000,0.990,8.571,0.874,11.520
2050-04-08 00:00:00+00:00,0.873,9.677,0.624,0.098,0.000,0.890,9.143,0.788,12.288
2050-04-08 01:00:00+00:00,0.906,9.677,0.601,0.110,0.000,0.924,9.143,0.821,12.288
2050-04-08 02:00:00+00:00,0.942,9.677,0.586,0.138,0.000,0.960,9.143,0.855,12.288
2050-04-08 03:00:00+00:00,1.019,9.677,0.592,0.190,0.000,1.039,9.143,0.926,12.288
2050-04-08 04:00:00+00:00,1.239,9.677,0.613,0.297,0.000,1.262,9.143,1.129,12.288
2050-04-08 05:00:00+00:00,1.688,9.677,0.664,0.453,0.000,1.721,9.143,1.526,12.288
2050-04-08 06:00:00+00:00,1.896,9.677,0.776,0.623,0.002,1.945,9.143,1.659,12.288
2050-04-08 07:00:00+00:00,1.813,9.677,0.846,0.862,0.017,1.857,9.143,1.596,12.288
2050-04-08 08:00:00+00:00,1.747,9.677,0.884,0.951,0.024,1.788,9.143,1.544,12.288
2050-04-08 09:00:00+00:00,1.681,12.097,0.890,0.908,0.054,1.720,11.428,1.489,15.360
2050-04-08 10:00:00+00:00,1.607,12.097,0.907,0.856,0.086,1.645,11.428,1.426,15.360
2050-04-08 11:00:00+00:00,1.544,12.097,0.925,0.787,0.106,1.580,11.428,1.369,15.360
2050-04-08 12:00:00+00:00,1.520,12.097,0.917,0.718,0.187,1.555,11.428,1.350,15.360
2050-04-08 13:00:00+00:00,1.511,12.097,0.895,0.711,0.155,1.546,11.428,1.341,15.360
2050-04-08 14:00:00+00:00,1.528,12.097,0.869,0.812,0.158,1.564,11.428,1.353,15.360
2050-04-08 15:00:00+00:00,1.553,12.097,0.850,0.955,0.110,1.591,11.428,1.372,15.360
2050-04-08 16:00:00+00:00,1.617,12.097,0.830,0.965,0.051,1.656,11.428,1.425,15.360
2050-04-08 17:00:00+00:00,1.661,12.097,0.824,0.917,0.026,1.702,11.428,1.460,15.360
2050-04-08 18:00:00+00:00,1.672,12.097,0.822,0.770,0.009,1.714,11.428,1.470,15.360
2050-04-08 19:00:00+00:00,1.654,12.097,0.816,0.575,0.000,1.696,11.428,1.451,15.360
2050-04-08 20:00:00+00:00,1.594,12.097,0.814,0.460,0.000,1.633,11.428,1.401,15.360
2050-04-08 21:00:00+00:00,1.424,12.097,0.783,0.546,0.000,1.459,11.428,1.255,15.360
2050-04-08 22:00:00+00:00,1.142,12.097,0.736,0.691,0.000,1.164,11.428,1.035,15.360
2050-04-08 23:00:00+00:00,0.933,9.677,0.672,0.770,0.000,0.951,9.143,0.847,12.288
2050-04-09 00:00:00+00:00,0.861,9.677,0.615,0.768,0.000,0.885,9.143,0.745,12.288
2050-04-09 01:00:00+00:00,0.894,9.677,0.584,0.759,0.000,0.918,9.143,0.776,12.288
2050-04-09 02:00:00+00:00,0.925,9.677,0.566,0.723,0.000,0.950,9.143,0.803,12.288
2050-04-09 03:00:00+00:00,1.001,9.677,0.563,0.641,0.000,1.028,9.143,0.870,12.288
2050-04-09 04:00:00+00:00,1.215,9.677,0.570,0.562,0.000,1.247,9.143,1.059,12.288
2050-04-09 05:00:00+00:00,1.658,9.677,0.578,0.493,0.000,1.703,9.143,1.434,12.288
2050-04-09 06:00:00+00:00,1.870,9.677,0.594,0.458,0.001,1.932,9.143,1.566,12.288
2050-04-09 07:00:00+00:00,1.788,9.677,0.633,0.618,0.110,1.845,9.143,1.506,12.288
2050-04-09 08:00:00+00:00,1.721,9.677,0.688,0.734,0.247,1.775,9.143,1.456,12.288
2050-04-09 09:00:00+00:00,1.653,12.097,0.723,0.745,0.281,1.705,11.428,1.402,15.360
2050-04-09 10:00:00+00:00,1.580,12.097,0.744,0.705,0.216,1.629,11.428,1.342,15.360
2050-04-09 11:00:00+00:00,1.521,12.097,0.756,0.686,0.182,1.568,11.428,1.292,15.360
2050-04-09 12:00:00+00:00,1.493,12.097,0.740,0.645,0.135,1.539,11.428,1.269,15.360
2050-04-09 13:00:00+00:00,1.485,12.097,0.715,0.610,0.087,1.531,11.428,1.261,15.360
2050-04-09 14:00:00+00:00,1.502,12.097,0.688,0.585,0.064,1.549,11.428,1.273,15.360
2050-04-09 15:00:00+00:00,1.530,12.097,0.672,0.510,0.044,1.578,11.428,1.293,15.360
2050-04-09 16:00:00+00:00,1.582,12.097,0.661,0.402,0.039,1.633,11.428,1.333,15.360
2050-04-09 17:00:00+00:00,1.620,12.097,0.667,0.305,0.021,1.673,11.428,1.361,15.360
2050-04-09 18:00:00+00:00,1.631,12.097,0.678,0.253,0.004,1.685,11.428,1.370,15.360
2050-04-09 19:00:00+00:00,1.625,12.097,0.671,0.245,0.000,1.678,11.428,1.364,15.360
2050-04-09 20:00:00+00:00,1.560,12.097,0.680,0.251,0.000,1.611,11.428,1.311,15.360
2050-04-09 21:00:00+00:00,1.394,12.097,0.663,0.256,0.000,1.439,11.428,1.175,15.360
2050-04-09 22:00:00+00:00,1.119,12.097,0.638,0.242,0.000,1.149,11.428,0.970,15.360
2050-04-09 23:00:00+00:00,0.917,9.677,0.591,0.258,0.000,0.942,9.143,0.796,12.288
2050-04-10 00:00:00+00:00,0.823,9.677,0.542,0.304,0.000,0.841,9.143,0.737,12.288
2050-04-10 01:00:00+00:00,0.854,9.677,0.512,0.339,0.000,0.872,9.143,0.767,12.288
2050-04-10 02:00:00+00:00,0.884,9.677,0.499,0.276,0.000,0.902,9.143,0.794,12.288
2050-04-10 03:00:00+00:00,0.957,9.677,0.496,0.216,0.000,0.977,9.143,0.860,12.288
2050-04-10 04:00:00+00:00,1.161,9.677,0.501,0.163,0.000,1.185,9.143,1.047,12.288
2050-04-10 05:00:00+00:00,1.585,9.677,0.508,0.102,0.000,1.619,9.143,1.419,12.288
2050-04-10 06:00:00+00:00,1.787,9.677,0.501,0.076,0.004,1.835,9.143,1.549,12.288
2050-04-10 07:00:00+00:00,1.708,9.677,0.518,0.075,0.020,1.753,9.143,1.490,12.288
2050-04-10 08:00:00+00:00,1.645,9.677,0.572,0.081,0.052,1.687,9.143,1.441,12.288
2050-04-10 09:00:00+00:00,1.580,12.097,0.619,0.093,0.120,1.620,11.428,1.387,15.360
2050-04-10 10:00:00+00:00,1.511,12.097,0.651,0.113,0.199,1.548,11.428,1.327,15.360
2050-04-10 11:00:00+00:00,1.454,12.097,0.680,0.130,0.173,1.490,11.428,1.278,15.360
2050-04-10 12:00:00+00:00,1.428,12.097,0.669,0.147,0.166,1.463,11.428,1.255,15.360
2050-04-10 13:00:00+00:00,1.420,12.097,0.634,0.119,0.123,1.455,11.428,1.248,15.360
2050-04-10 14:00:00+00:00,1.436,12.097,0.607,0.082,0.083,1.472,11.428,1.260,15.360
2050-04-10 15:00:00+00:00,1.462,12.097,0.591,0.055,0.042,1.500,11.428,1.279,15.360
2050-04-10 16:00:00+00:00,1.512,12.097,0.584,0.033,0.020,1.551,11.428,1.318,15.360
2050-04-10 17:00:00+00:00,1.549,12.097,0.601,0.018,0.005,1.590,11.428,1.346,15.360
2050-04-10 18:00:00+00:00,1.559,12.097,0.629,0.008,0.000,1.601,11.428,1.356,15.360
2050-04-10 19:00:00+00:00,1.553,12.097,0.640,0.004,0.000,1.595,11.428,1.349,15.360
2050-04-10 20:00:00+00:00,1.491,12.097,0.667,0.002,0.000,1.531,11.428,1.297,15.360
2050-04-10 21:00:00+00:00,1.333,12.097,0.664,0.001,0.000,1.368,11.428,1.163,15.360
2050-04-10 22:00:00+00:00,1.070,12.097,0.645,0.000,0.000,1.093,11.428,0.960,15.360
2050-04-10 23:00:00+00:00,0.876,9.677,0.593,0.000,0.000,0.895,9.143,0.787,12.288
2050-04-11 00:00:00+00:00,0.790,9.677,0.554,0.001,0.000,0.814,9.143,0.674,12.288
2050-04-11 01:00:00+00:00,0.820,9.677,0.536,0.001,0.000,0.844,9.143,0.701,12.288
2050-04-11 02:00:00+00:00,0.848,9.677,0.527,0.001,0.000,0.873,9.143,0.726,12.288
2050-04-11 03:00:00+00:00,0.918,9.677,0.535,0.002,0.000,0.945,9.143,0.787,12.288
2050-04-11 04:00:00+00:00,1.115,9.677,0.564,0.003,0.000,1.147,9.143,0.958,12.288
2050-04-11 05:00:00+00:00,1.520,9.677,0.626,0.003,0.000,1.566,9.143,1.297,12.288
2050-04-11 06:00:00+00:00,1.713,9.677,0.754,0.006,0.001,1.774,9.143,1.415,12.288
2050-04-11 07:00:00+00:00,1.638,9.677,0.828,0.012,0.013,1.695,9.143,1.361,12.288
2050-04-11 08:00:00+00:00,1.577,9.677,0.865,0.028,0.049,1.631,9.143,1.316,12.288
2050-04-11 09:00:00+00:00,1.515,12.097,0.875,0.050,0.116,1.566,11.428,1.267,15.360
2050-04-11 10:00:00+00:00,1.449,12.097,0.890,0.071,0.188,1.497,11.428,1.213,15.360
2050-04-11 11:00:00+00:00,1.394,12.097,0.909,0.076,0.259,1.441,11.428,1.168,15.360
2050-04-11 12:00:00+00:00,1.369,12.097,0.904,0.075,0.258,1.414,11.428,1.147,15.360
2050-04-11 13:00:00+00:00,1.361,12.097,0.895,0.086,0.245,1.407,11.428,1.140,15.360
2050-04-11 14:00:00+00:00,1.377,12.097,0.877,0.091,0.199,1.423,11.428,1.151,15.360
2050-04-11 15:00:00+00:00,1.402,12.097,0.862,0.097,0.134,1.450,11.428,1.169,15.360
2050-04-11 16:00:00+00:00,1.449,12.097,0.841,0.089,0.086,1.500,11.428,1.204,15.360
2050-04-11 17:00:00+00:00,1.485,12.097,0.831,0.066,0.030,1.537,11.428,1.230,15.360
2050-04-11 18:00:00+00:00,1.495,12.097,0.825,0.052,0.003,1.547,11.428,1.238,15.360
2050-04-11 19:00:00+00:00,1.489,12.097,0.824,0.049,0.000,1.541,11.428,1.232,15.360
2050-04-11 20:00:00+00:00,1.429,12.097,0.830,0.052,0.000,1.479,11.428,1.184,15.360
2050-04-11 21:00:00+00:00,1.277,12.097,0.801,0.055,0.000,1.322,11.428,1.062,15.360
2050-04-11 22:00:00+00:00,1.026,12.097,0.739,0.044,0.000,1.056,11.428,0.878,15.360
2050-04-11 23:00:00+00:00,0.841,9.677,0.666,0.033,0.000,0.866,9.143,0.720,12.288
2050-04-12 00:00:00+00:00,0.587,9.677,0.607,0.022,0.000,0.599,9.143,0.528,12.288
2050-04-12 01:00:00+00:00,0.625,9.677,0.586,0.019,0.000,0.638,9.143,0.563,12.288
2050-04-12 02:00:00+00:00,0.638,9.677,0.576,0.022,0.000,0.652,9.143,0.572,12.288
2050-04-12 03:00:00+00:00,0.721,9.677,0.571,0.016,0.000,0.736,9.143,0.643,12.288
2050-04-12 04:00:00+00:00,0.922,9.677,0.594,0.005,0.000,0.944,9.143,0.819,12.288
2050-04-12 05:00:00+00:00,1.304,9.677,0.652,0.002,0.000,1.335,9.143,1.149,12.288
2050-04-12 06:00:00+00:00,1.489,9.677,0.775,0.001,0.013,1.533,9.143,1.275,12.288
2050-04-12 07:00:00+00:00,1.431,9.677,0.853,0.000,0.063,1.471,9.143,1.234,12.288
2050-04-12 08:00:00+00:00,1.332,9.677,0.891,0.000,0.146,1.368,9.143,1.157,12.288
2050-04-12 09:00:00+00:00,1.240,12.097,0.902,0.001,0.248,1.273,11.428,1.079,15.360
2050-04-12 10:00:00+00:00,1.165,12.097,0.923,0.015,0.335,1.196,11.428,1.018,15.360
2050-04-12 11:00:00+00:00,1.114,12.097,0.947,0.058,0.393,1.143,11.428,0.974,15.360
2050-04-12 12:00:00+00:00,1.090,12.097,0.931,0.107,0.396,1.118,11.428,0.951,15.360
2050-04-12 13:00:00+00:00,1.079,12.097,0.926,0.136,0.448,1.107,11.428,0.941,15.360
2050-04-12 14:00:00+00:00,1.088,12.097,0.910,0.164,0.405,1.117,11.428,0.944,15.360
2050-04-12 15:00:00+00:00,1.116,12.097,0.896,0.162,0.261,1.147,11.428,0.964,15.360
2050-04-12 16:00:00+00:00,1.168,12.097,0.870,0.130,0.146,1.201,11.428,1.008,15.360
2050-04-12 17:00:00+00:00,1.223,12.097,0.864,0.074,0.062,1.259,11.428,1.052,15.360
2050-04-12 18:00:00+00:00,1.255,12.097,0.864,0.038,0.010,1.291,11.428,1.079,15.360
2050-04-12 19:00:00+00:00,1.268,12.097,0.855,0.034,0.000,1.304,11.428,1.092,15.360
2050-04-12 20:00:00+00:00,1.224,12.097,0.846,0.037,0.000,1.258,11.428,1.058,15.360
2050-04-12 21:00:00+00:00,1.078,12.097,0.816,0.046,0.000,1.108,11.428,0.936,15.360
2050-04-12 22:00:00+00:00,0.841,12.097,0.765,0.063,0.000,0.859,11.428,0.753,15.360
2050-04-12 23:00:00+00:00,0.656,9.677,0.696,0.065,0.000,0.669,9.143,0.593,12.288
2050-04-13 00:00:00+00:00,0.550,9.073,0.643,0.062,0.000,0.565,8.571,0.477,11.520
2050-04-13 01:00:00+00:00,0.581,9.073,0.619,0.076,0.000,0.596,8.571,0.504,11.520
2050-04-13 02:00:00+00:00,0.601,9.073,0.613,0.114,0.000,0.618,8.571,0.519,11.520
2050-04-13 03:00:00+00:00,0.682,9.073,0.620,0.201,0.000,0.702,8.571,0.587,11.520
2050-04-13 04:00:00+00:00,0.878,9.073,0.636,0.268,0.000,0.903,8.571,0.752,11.520
2050-04-13 05:00:00+00:00,1.229,9.073,0.688,0.267,0.000,1.267,8.571,1.044,11.520
2050-04-13 06:00:00+00:00,1.393,9.073,0.786,0.280,0.001,1.443,8.571,1.148,11.520
2050-04-13 07:00:00+00:00,1.326,9.073,0.852,0.243,0.016,1.372,8.571,1.098,11.520
2050-04-13 08:00:00+00:00,1.237,9.073,0.892,0.332,0.085,1.279,8.571,1.032,11.520
2050-04-13 09:00:00+00:00,1.150,10.282,0.901,0.420,0.282,1.189,9.714,0.962,13.056
2050-04-13 10:00:00+00:00,1.088,10.282,0.916,0.513,0.456,1.124,9.714,0.914,13.056
2050-04-13 11:00:00+00:00,1.039,10.282,0.934,0.564,0.521,1.073,9.714,0.874,13.056
2050-04-13 12:00:00+00:00,0.995,10.282,0.919,0.590,0.464,1.028,9.714,0.832,13.056
2050-04-13 13:00:00+00:00,0.984,10.282,0.914,0.647,0.402,1.017,9.714,0.821,13.056
2050-04-13 14:00:00+00:00,1.000,10.282,0.896,0.642,0.319,1.035,9.714,0.833,13.056
2050-04-13 15:00:00+00:00,1.035,10.282,0.880,0.593,0.226,1.071,9.714,0.859,13.056
2050-04-13 16:00:00+00:00,1.088,10.282,0.856,0.493,0.140,1.126,9.714,0.902,13.056
2050-04-13 17:00:00+00:00,1.148,10.282,0.850,0.367,0.076,1.188,9.714,0.949,13.056
2050-04-13 18:00:00+00:00,1.170,10.282,0.850,0.250,0.013,1.211,9.714,0.967,13.056
2050-04-13 19:00:00+00:00,1.189,10.282,0.848,0.194,0.000,1.231,9.714,0.986,13.056
2050-04-13 20:00:00+00:00,1.151,10.282,0.848,0.185,0.000,1.191,9.714,0.959,13.056
2050-04-13 21:00:00+00:00,1.029,10.282,0.819,0.208,0.000,1.063,9.714,0.863,13.056
2050-04-13 22:00:00+00:00,0.795,10.282,0.774,0.248,0.000,0.817,9.714,0.687,13.056
2050-04-13 23:00:00+00:00,0.623,9.073,0.706,0.286,0.000,0.639,8.571,0.544,11.520
2050-04-14 00:00:00+00:00,0.491,9.073,0.654,0.355,0.000,0.511,8.571,0.392,11.520
2050-04-14 01:00:00+00:00,0.502,9.073,0.627,0.488,0.000,0.523,8.571,0.399,11.520
2050-04-14 02:00:00+00:00,0.525,9.073,0.615,0.654,0.000,0.547,8.571,0.417,11.520
2050-04-14 03:00:00+00:00,0.605,9.073,0.624,0.678,0.000,0.631,8.571,0.480,11.520
2050-04-14 04:00:00+00:00,0.784,9.073,0.642,0.677,0.000,0.817,8.571,0.619,11.520
2050-04-14 05:00:00+00:00,0.995,9.073,0.690,0.631,0.000,1.042,8.571,0.768,11.520
2050-04-14 06:00:00+00:00,1.120,9.073,0.785,0.742,0.001,1.178,8.571,0.835,11.520
2050-04-14 07:00:00+00:00,1.057,9.073,0.850,0.846,0.009,1.111,8.571,0.791,11.520
2050-04-14 08:00:00+00:00,0.996,9.073,0.881,0.862,0.030,1.046,8.571,0.753,11.520
2050-04-14 09:00:00+00:00,0.928,10.282,0.890,0.848,0.078,0.974,9.714,0.703,13.056
2050-04-14 10:00:00+00:00,0.881,10.282,0.906,0.921,0.169,0.924,9.714,0.672,13.056
2050-04-14 11:00:00+00:00,0.842,10.282,0.926,0.976,0.098,0.883,9.714,0.643,13.056
2050-04-14 12:00:00+00:00,0.823,10.282,0.917,0.954,0.070,0.863,9.714,0.627,13.056
2050-04-14 13:00:00+00:00,0.823,10.282,0.906,0.913,0.084,0.863,9.714,0.628,13.056
2050-04-14 14:00:00+00:00,0.827,10.282,0.895,0.874,0.078,0.868,9.714,0.627,13.056
2050-04-14 15:00:00+00:00,0.864,10.282,0.875,0.882,0.061,0.906,9.714,0.654,13.056
2050-04-14 16:00:00+00:00,0.912,10.282,0.854,0.884,0.053,0.957,9.714,0.691,13.056
2050-04-14 17:00:00+00:00,0.956,10.282,0.850,0.840,0.024,1.004,9.714,0.721,13.056
2050-04-14 18:00:00+00:00,0.982,10.282,0.843,0.841,0.001,1.031,9.714,0.742,13.056
2050-04-14 19:00:00+00:00,1.003,10.282,0.841,0.767,0.000,1.053,9.714,0.760,13.056
2050-04-14 20:00:00+00:00,0.971,10.282,0.840,0.799,0.000,1.018,9.714,0.739,13.056
2050-04-14 21:00:00+00:00,0.872,10.282,0.816,0.833,0.000,0.914,9.714,0.669,13.056
2050-04-14 22:00:00+00:00,0.676,10.282,0.763,0.834,0.000,0.705,9.714,0.535,13.056
2050-04-14 23:00:00+00:00,0.529,9.073,0.694,0.800,0.000,0.550,8.571,0.423,11.520
2050-04-15 00:00:00+00:00,0.314,9.677,0.643,0.763,0.000,0.322,9.143,0.275,12.288
2050-04-15 01:00:00+00:00,0.326,9.677,0.619,0.727,0.000,0.335,9.143,0.284,12.288
2050-04-15 02:00:00+00:00,0.341,9.677,0.608,0.676,0.000,0.351,9.143,0.295,12.288
2050-04-15 03:00:00+00:00,0.396,9.677,0.617,0.595,0.000,0.407,9.143,0.340,12.288
2050-04-15 04:00:00+00:00,0.552,9.677,0.640,0.507,0.000,0.569,9.143,0.469,12.288
2050-04-15 05:00:00+00:00,0.845,9.677,0.686,0.463,0.000,0.875,9.143,0.696,12.288
2050-04-15 06:00:00+00:00,0.983,9.677,0.778,0.479,0.015,1.021,9.143,0.795,12.288
2050-04-15 07:00:00+00:00,0.920,9.677,0.841,0.504,0.057,0.958,9.143,0.735,12.288
2050-04-15 08:00:00+00:00,0.828,9.677,0.873,0.584,0.122,0.860,9.143,0.671,12.288
2050-04-15 09:00:00+00:00,0.760,12.097,0.883,0.649,0.260,0.789,11.428,0.617,15.360
2050-04-15 10:00:00+00:00,0.701,12.097,0.899,0.697,0.431,0.727,11.428,0.572,15.360
2050-04-15 11:00:00+00:00,0.651,12.097,0.909,0.699,0.316,0.675,11.428,0.533,15.360
2050-04-15 12:00:00+00:00,0.624,12.097,0.899,0.690,0.315,0.647,11.428,0.513,15.360
2050-04-15 13:00:00+00:00,0.603,12.097,0.875,0.664,0.362,0.625,11.428,0.495,15.360
2050-04-15 14:00:00+00:00,0.594,12.097,0.850,0.615,0.313,0.616,11.428,0.487,15.360
2050-04-15 15:00:00+00:00,0.599,12.097,0.835,0.559,0.271,0.621,11.428,0.487,15.360
2050-04-15 16:00:00+00:00,0.626,12.097,0.819,0.449,0.194,0.650,11.428,0.507,15.360
2050-04-15 17:00:00+00:00,0.664,12.097,0.819,0.259,0.098,0.690,11.428,0.535,15.360
2050-04-15 18:00:00+00:00,0.717,12.097,0.815,0.129,0.021,0.746,11.428,0.578,15.360
2050-04-15 19:00:00+00:00,0.758,12.097,0.810,0.084,0.000,0.789,11.428,0.609,15.360
2050-04-15 20:00:00+00:00,0.750,12.097,0.807,0.062,0.000,0.779,11.428,0.607,15.360
