class,Sink,Sink,Sink,Source,Source,Sink,Sink,Sink,Sink
label,LD_DE150_hhg,LD_DE150_ind,LD_DE15_el,EE_DE15_wind,EE_DE15_solar,LD_DErestNI_hhg,LD_DErestNI_ind,LD_DErestNRW_hhg,LD_DErestNRW_ind
source,B_DE150_hhg,B_DE150_ind,B_DE15_el,EE_DE15_wind,EE_DE15_solar,B_DErestNI_hhg,B_DErestNI_ind,B_DErestNRW_hhg,B_DErestNRW_ind
target,LD_DE150_hhg,LD_DE150_ind,LD_DE15_el,B_DE15_el,B_DE15_el,LD_DErestNI_hhg,LD_DErestNI_ind,LD_DErestNRW_hhg,LD_DErestNRW_ind
attribute,actual_value,actual_value,actual_value,actual_value,actual_value,actual_value,actual_value,actual_value,actual_value
2050-06-26 23:00:00+00:00,0.226,9.677,0.571,0.037,0.000,0.222,9.143,0.241,12.288
2050-06-27 00:00:00+00:00,0.216,9.677,0.530,0.041,0.000,0.213,9.143,0.228,12.288
2050-06-27 01:00:00+00:00,0.224,9.677,0.509,0.046,0.000,0.222,9.143,0.235,12.288
2050-06-27 02:00:00+00:00,0.233,9.677,0.497,0.048,0.000,0.231,9.143,0.243,12.288
2050-06-27 03:00:00+00:00,0.272,9.677,0.499,0.052,0.000,0.270,9.143,0.282,12.288
2050-06-27 04:00:00+00:00,0.380,9.677,0.517,0.052,0.000,0.377,9.143,0.391,12.288
2050-06-27 05:00:00+00:00,0.581,9.677,0.559,0.044,0.004,0.581,9.143,0.582,12.288
2050-06-27 06:00:00+00:00,0.674,9.677,0.688,0.049,0.045,0.676,9.143,0.664,12.288
2050-06-27 07:00:00+00:00,0.636,9.677,0.785,0.081,0.135,0.639,9.143,0.620,12.288
2050-06-27 08:00:00+00:00,0.572,9.677,0.836,0.110,0.282,0.573,9.143,0.564,12.288
2050-06-27 09:00:00+00:00,0.524,12.097,0.855,0.136,0.413,0.525,11.428,0.518,15.360
2050-06-27 10:00:00+00:00,0.484,12.097,0.875,0.141,0.482,0.484,11.428,0.481,15.360
2050-06-27 11:00:00+00:00,0.448,12.097,0.894,0.113,0.426,0.449,11.428,0.447,15.360
2050-06-27 12:00:00+00:00,0.431,12.097,0.891,0.102,0.390,0.431,11.428,0.430,15.360
2050-06-27 13:00:00+00:00,0.414,12.097,0.879,0.100,0.350,0.414,11.428,0.413,15.360
2050-06-27 14:00:00+00:00,0.405,12.097,0.865,0.125,0.333,0.406,11.428,0.404,15.360
2050-06-27 15:00:00+00:00,0.411,12.097,0.853,0.141,0.315,0.411,11.428,0.406,15.360
2050-06-27 16:00:00+00:00,0.426,12.097,0.831,0.093,0.256,0.428,11.428,0.420,15.360
2050-06-27 17:00:00+00:00,0.451,12.097,0.821,0.037,0.160,0.453,11.428,0.442,15.360
2050-06-27 18:00:00+00:00,0.487,12.097,0.813,0.018,0.077,0.489,11.428,0.477,15.360
2050-06-27 19:00:00+00:00,0.513,12.097,0.800,0.024,0.034,0.515,11.428,0.501,15.360
2050-06-27 20:00:00+00:00,0.509,12.097,0.764,0.028,0.000,0.510,11.428,0.500,15.360
2050-06-27 21:00:00+00:00,0.462,12.097,0.739,0.027,0.000,0.463,11.428,0.458,15.360
2050-06-27 22:00:00+00:00,0.345,12.097,0.725,0.022,0.000,0.344,11.428,0.352,15.360
2050-06-27 23:00:00+00:00,0.248,9.677,0.660,0.017,0.000,0.245,9.143,0.262,12.288
2050-06-28 00:00:00+00:00,0.232,9.677,0.601,0.011,0.000,0.229,9.143,0.248,12.288
2050-06-28 01:00:00+00:00,0.236,9.677,0.573,0.006,0.000,0.234,9.143,0.251,12.288
2050-06-28 02:00:00+00:00,0.244,9.677,0.559,0.003,0.000,0.242,9.143,0.257,12.288
2050-06-28 03:00:00+00:00,0.283,9.677,0.558,0.001,0.000,0.281,9.143,0.296,12.288
2050-06-28 04:00:00+00:00,0.395,9.677,0.565,0.001,0.000,0.392,9.143,0.410,12.288
2050-06-28 05:00:00+00:00,0.617,9.677,0.598,0.002,0.017,0.616,9.143,0.624,12.288
2050-06-28 06:00:00+00:00,0.721,9.677,0.706,0.003,0.041,0.721,9.143,0.717,12.288
2050-06-28 07:00:00+00:00,0.682,9.677,0.798,0.004,0.065,0.684,9.143,0.672,12.288
2050-06-28 08:00:00+00:00,0.613,9.677,0.845,0.008,0.140,0.613,9.143,0.611,12.288
2050-06-28 09:00:00+00:00,0.561,12.097,0.863,0.018,0.264,0.562,11.428,0.561,15.360
2050-06-28 10:00:00+00:00,0.516,12.097,0.882,0.037,0.418,0.516,11.428,0.518,15.360
2050-06-28 11:00:00+00:00,0.485,12.097,0.904,0.061,0.439,0.485,11.428,0.490,15.360
2050-06-28 12:00:00+00:00,0.463,12.097,0.894,0.110,0.470,0.462,11.428,0.467,15.360
2050-06-28 13:00:00+00:00,0.444,12.097,0.885,0.088,0.450,0.443,11.428,0.448,15.360
2050-06-28 14:00:00+00:00,0.434,12.097,0.868,0.072,0.312,0.433,11.428,0.436,15.360
2050-06-28 15:00:00+00:00,0.440,12.097,0.848,0.064,0.282,0.440,11.428,0.439,15.360
2050-06-28 16:00:00+00:00,0.457,12.097,0.825,0.047,0.175,0.458,11.428,0.455,15.360
2050-06-28 17:00:00+00:00,0.485,12.097,0.813,0.021,0.078,0.486,11.428,0.480,15.360
2050-06-28 18:00:00+00:00,0.525,12.097,0.805,0.013,0.063,0.526,11.428,0.520,15.360
2050-06-28 19:00:00+00:00,0.551,12.097,0.795,0.004,0.025,0.552,11.428,0.544,15.360
2050-06-28 20:00:00+00:00,0.547,12.097,0.764,0.003,0.000,0.548,11.428,0.544,15.360
2050-06-28 21:00:00+00:00,0.497,12.097,0.740,0.002,0.000,0.497,11.428,0.498,15.360
2050-06-28 22:00:00+00:00,0.370,12.097,0.727,0.002,0.000,0.368,11.428,0.381,15.360
2050-06-28 23:00:00+00:00,0.266,9.677,0.666,0.003,0.000,0.263,9.143,0.284,12.288
2050-06-29 00:00:00+00:00,0.234,9.073,0.610,0.005,0.000,0.234,8.571,0.234,11.520
2050-06-29 01:00:00+00:00,0.240,9.073,0.586,0.008,0.000,0.240,8.571,0.237,11.520
2050-06-29 02:00:00+00:00,0.247,9.073,0.570,0.011,0.000,0.248,8.571,0.243,11.520
2050-06-29 03:00:00+00:00,0.290,9.073,0.571,0.011,0.000,0.291,8.571,0.283,11.520
2050-06-29 04:00:00+00:00,0.398,9.073,0.580,0.011,0.000,0.401,8.571,0.384,11.520
2050-06-29 05:00:00+00:00,0.617,9.073,0.607,0.016,0.006,0.625,8.571,0.579,11.520
2050-06-29 06:00:00+00:00,0.727,9.073,0.711,0.017,0.016,0.738,8.571,0.672,11.520
2050-06-29 07:00:00+00:00,0.690,9.073,0.798,0.023,0.026,0.702,8.571,0.632,11.520
2050-06-29 08:00:00+00:00,0.617,9.073,0.848,0.057,0.046,0.626,8.571,0.571,11.520
2050-06-29 09:00:00+00:00,0.572,10.282,0.871,0.071,0.075,0.580,9.714,0.532,13.056
2050-06-29 10:00:00+00:00,0.526,10.282,0.893,0.055,0.109,0.533,9.714,0.491,13.056
2050-06-29 11:00:00+00:00,0.491,10.282,0.913,0.037,0.133,0.497,9.714,0.461,13.056
2050-06-29 12:00:00+00:00,0.461,10.282,0.903,0.018,0.146,0.467,9.714,0.432,13.056
2050-06-29 13:00:00+00:00,0.452,10.282,0.898,0.009,0.130,0.457,9.714,0.424,13.056
2050-06-29 14:00:00+00:00,0.441,10.282,0.877,0.007,0.112,0.447,9.714,0.412,13.056
2050-06-29 15:00:00+00:00,0.444,10.282,0.864,0.014,0.120,0.451,9.714,0.413,13.056
2050-06-29 16:00:00+00:00,0.462,10.282,0.847,0.030,0.098,0.469,9.714,0.427,13.056
2050-06-29 17:00:00+00:00,0.495,10.282,0.841,0.044,0.073,0.503,9.714,0.456,13.056
2050-06-29 18:00:00+00:00,0.530,10.282,0.830,0.059,0.041,0.539,9.714,0.488,13.056
2050-06-29 19:00:00+00:00,0.557,10.282,0.812,0.058,0.012,0.567,9.714,0.511,13.056
2050-06-29 20:00:00+00:00,0.559,10.282,0.779,0.039,0.000,0.567,9.714,0.517,13.056
2050-06-29 21:00:00+00:00,0.509,10.282,0.752,0.026,0.000,0.516,9.714,0.475,13.056
2050-06-29 22:00:00+00:00,0.385,10.282,0.721,0.021,0.000,0.388,9.714,0.370,13.056
2050-06-29 23:00:00+00:00,0.282,9.073,0.651,0.020,0.000,0.282,8.571,0.282,11.520
2050-06-30 00:00:00+00:00,0.230,9.073,0.608,0.021,0.000,0.236,8.571,0.198,11.520
2050-06-30 01:00:00+00:00,0.238,9.073,0.580,0.021,0.000,0.245,8.571,0.203,11.520
2050-06-30 02:00:00+00:00,0.262,9.073,0.567,0.021,0.000,0.269,8.571,0.223,11.520
2050-06-30 03:00:00+00:00,0.320,9.073,0.567,0.020,0.000,0.330,8.571,0.273,11.520
2050-06-30 04:00:00+00:00,0.433,9.073,0.577,0.021,0.000,0.447,8.571,0.365,11.520
2050-06-30 05:00:00+00:00,0.571,9.073,0.610,0.027,0.012,0.594,8.571,0.456,11.520
2050-06-30 06:00:00+00:00,0.681,9.073,0.710,0.054,0.050,0.710,8.571,0.536,11.520
2050-06-30 07:00:00+00:00,0.635,9.073,0.795,0.087,0.108,0.664,8.571,0.493,11.520
2050-06-30 08:00:00+00:00,0.565,9.073,0.839,0.119,0.227,0.589,8.571,0.444,11.520
2050-06-30 09:00:00+00:00,0.525,10.282,0.857,0.145,0.393,0.547,9.714,0.414,13.056
2050-06-30 10:00:00+00:00,0.488,10.282,0.868,0.187,0.518,0.508,9.714,0.388,13.056
2050-06-30 11:00:00+00:00,0.455,10.282,0.885,0.249,0.605,0.474,9.714,0.364,13.056
2050-06-30 12:00:00+00:00,0.436,10.282,0.874,0.314,0.624,0.453,9.714,0.349,13.056
2050-06-30 13:00:00+00:00,0.426,10.282,0.866,0.325,0.577,0.444,9.714,0.342,13.056
2050-06-30 14:00:00+00:00,0.417,10.282,0.852,0.336,0.548,0.435,9.714,0.333,13.056
2050-06-30 15:00:00+00:00,0.426,10.282,0.837,0.366,0.481,0.444,9.714,0.339,13.056
2050-06-30 16:00:00+00:00,0.444,10.282,0.818,0.343,0.312,0.463,9.714,0.351,13.056
2050-06-30 17:00:00+00:00,0.474,10.282,0.818,0.301,0.161,0.495,9.714,0.373,13.056
2050-06-30 18:00:00+00:00,0.510,10.282,0.809,0.188,0.063,0.533,9.714,0.402,13.056
2050-06-30 19:00:00+00:00,0.540,10.282,0.792,0.088,0.022,0.564,9.714,0.424,13.056
2050-06-30 20:00:00+00:00,0.537,10.282,0.757,0.037,0.000,0.560,9.714,0.425,13.056
2050-06-30 21:00:00+00:00,0.490,10.282,0.730,0.020,0.000,0.511,9.714,0.392,13.056
2050-06-30 22:00:00+00:00,0.370,10.282,0.710,0.021,0.000,0.384,9.714,0.305,13.056
2050-06-30 23:00:00+00:00,0.261,9.073,0.610,0.025,0.000,0.269,8.571,0.223,11.520
2050-07-01 00:00:00+00:00,0.171,9.677,0.588,0.032,0.000,0.177,9.143,0.140,12.288
2050-07-01 01:00:00+00:00,0.177,9.677,0.561,0.034,0.000,0.185,9.143,0.140,12.288
2050-07-01 02:00:00+00:00,0.185,9.677,0.548,0.037,0.000,0.193,9.143,0.144,12.288
2050-07-01 03:00:00+00:00,0.216,9.677,0.548,0.038,0.000,0.224,9.143,0.173,12.288
2050-07-01 04:00:00+00:00,0.304,9.677,0.562,0.039,0.000,0.312,9.143,0.262,12.288
2050-07-01 05:00:00+00:00,0.465,9.677,0.598,0.053,0.002,0.478,9.143,0.406,12.288
2050-07-01 06:00:00+00:00,0.538,9.677,0.702,0.091,0.032,0.555,9.143,0.456,12.288
2050-07-01 07:00:00+00:00,0.500,9.677,0.783,0.123,0.124,0.520,9.143,0.403,12.288
2050-07-01 08:00:00+00:00,0.449,9.677,0.822,0.157,0.313,0.468,9.143,0.354,12.288
2050-07-01 09:00:00+00:00,0.415,12.097,0.839,0.148,0.467,0.429,11.428,0.343,15.360
2050-07-01 10:00:00+00:00,0.381,12.097,0.857,0.144,0.485,0.396,11.428,0.309,15.360
2050-07-01 11:00:00+00:00,0.355,12.097,0.875,0.148,0.540,0.367,11.428,0.296,15.360
2050-07-01 12:00:00+00:00,0.339,12.097,0.862,0.167,0.627,0.352,11.428,0.278,15.360
2050-07-01 13:00:00+00:00,0.326,12.097,0.844,0.190,0.641,0.340,11.428,0.257,15.360
2050-07-01 14:00:00+00:00,0.320,12.097,0.819,0.192,0.564,0.335,11.428,0.246,15.360
2050-07-01 15:00:00+00:00,0.320,12.097,0.811,0.206,0.468,0.338,11.428,0.235,15.360
2050-07-01 16:00:00+00:00,0.335,12.097,0.796,0.185,0.309,0.353,11.428,0.246,15.360
2050-07-01 17:00:00+00:00,0.355,12.097,0.792,0.139,0.161,0.375,11.428,0.259,15.360
2050-07-01 18:00:00+00:00,0.384,12.097,0.772,0.094,0.066,0.405,11.428,0.281,15.360
2050-07-01 19:00:00+00:00,0.407,12.097,0.757,0.034,0.024,0.428,11.428,0.305,15.360
2050-07-01 20:00:00+00:00,0.403,12.097,0.722,0.024,0.000,0.423,11.428,0.309,15.360
2050-07-01 21:00:00+00:00,0.367,12.097,0.693,0.022,0.000,0.384,11.428,0.285,15.360
2050-07-01 22:00:00+00:00,0.276,12.097,0.681,0.022,0.000,0.286,11.428,0.227,15.360
2050-07-01 23:00:00+00:00,0.196,9.677,0.627,0.022,0.000,0.203,9.143,0.164,12.288
2050-07-02 00:00:00+00:00,0.136,9.677,0.571,0.023,0.000,0.140,9.143,0.117,12.288
2050-07-02 01:00:00+00:00,0.138,9.677,0.537,0.026,0.000,0.142,9.143,0.118,12.288
2050-07-02 02:00:00+00:00,0.144,9.677,0.521,0.032,0.000,0.148,9.143,0.122,12.288
2050-07-02 03:00:00+00:00,0.177,9.677,0.513,0.037,0.000,0.183,9.143,0.148,12.288
2050-07-02 04:00:00+00:00,0.272,9.677,0.512,0.038,0.000,0.282,9.143,0.222,12.288
2050-07-02 05:00:00+00:00,0.452,9.677,0.508,0.041,0.000,0.474,9.143,0.346,12.288
2050-07-02 06:00:00+00:00,0.517,9.677,0.535,0.088,0.020,0.544,9.143,0.388,12.288
2050-07-02 07:00:00+00:00,0.464,9.677,0.579,0.162,0.113,0.488,9.143,0.347,12.288
2050-07-02 08:00:00+00:00,0.400,9.677,0.636,0.226,0.331,0.420,9.143,0.305,12.288
2050-07-02 09:00:00+00:00,0.390,12.097,0.681,0.275,0.506,0.409,11.428,0.296,15.360
2050-07-02 10:00:00+00:00,0.346,12.097,0.707,0.312,0.572,0.362,11.428,0.265,15.360
2050-07-02 11:00:00+00:00,0.332,12.097,0.720,0.359,0.615,0.348,11.428,0.256,15.360
2050-07-02 12:00:00+00:00,0.308,12.097,0.704,0.370,0.609,0.323,11.428,0.239,15.360
2050-07-02 13:00:00+00:00,0.281,12.097,0.679,0.369,0.584,0.294,11.428,0.218,15.360
2050-07-02 14:00:00+00:00,0.269,12.097,0.661,0.332,0.529,0.281,11.428,0.209,15.360
2050-07-02 15:00:00+00:00,0.255,12.097,0.651,0.282,0.447,0.267,11.428,0.198,15.360
2050-07-02 16:00:00+00:00,0.270,12.097,0.639,0.232,0.319,0.283,11.428,0.208,15.360
2050-07-02 17:00:00+00:00,0.286,12.097,0.640,0.173,0.181,0.299,11.428,0.219,15.360
2050-07-02 18:00:00+00:00,0.309,12.097,0.644,0.094,0.068,0.324,11.428,0.237,15.360
2050-07-02 19:00:00+00:00,0.336,12.097,0.643,0.032,0.023,0.352,11.428,0.255,15.360
2050-07-02 20:00:00+00:00,0.340,12.097,0.613,0.014,0.000,0.357,11.428,0.259,15.360
2050-07-02 21:00:00+00:00,0.309,12.097,0.592,0.003,0.000,0.323,11.428,0.240,15.360
2050-07-02 22:00:00+00:00,0.239,12.097,0.589,0.001,0.000,0.249,11.428,0.190,15.360
2050-07-02 23:00:00+00:00,0.162,9.677,0.549,0.000,0.000,0.167,9.143,0.136,12.288
2050-07-03 00:00:00+00:00,0.134,9.677,0.512,0.001,0.000,0.134,9.143,0.133,12.288
2050-07-03 01:00:00+00:00,0.136,9.677,0.475,0.004,0.000,0.136,9.143,0.134,12.288
2050-07-03 02:00:00+00:00,0.141,9.677,0.455,0.006,0.000,0.141,9.143,0.139,12.288
2050-07-03 03:00:00+00:00,0.174,9.677,0.449,0.007,0.000,0.175,9.143,0.167,12.288
2050-07-03 04:00:00+00:00,0.266,9.677,0.447,0.007,0.000,0.269,9.143,0.252,12.288
2050-07-03 05:00:00+00:00,0.443,9.677,0.437,0.007,0.001,0.452,9.143,0.395,12.288
2050-07-03 06:00:00+00:00,0.506,9.677,0.446,0.012,0.044,0.519,9.143,0.443,12.288
2050-07-03 07:00:00+00:00,0.454,9.677,0.476,0.040,0.127,0.466,9.143,0.397,12.288
2050-07-03 08:00:00+00:00,0.392,9.677,0.520,0.086,0.297,0.401,9.143,0.348,12.288
2050-07-03 09:00:00+00:00,0.382,12.097,0.567,0.140,0.458,0.391,11.428,0.338,15.360
2050-07-03 10:00:00+00:00,0.339,12.097,0.605,0.158,0.587,0.346,11.428,0.303,15.360
2050-07-03 11:00:00+00:00,0.325,12.097,0.643,0.159,0.681,0.332,11.428,0.292,15.360
2050-07-03 12:00:00+00:00,0.302,12.097,0.641,0.158,0.727,0.308,11.428,0.273,15.360
2050-07-03 13:00:00+00:00,0.275,12.097,0.613,0.137,0.716,0.281,11.428,0.249,15.360
2050-07-03 14:00:00+00:00,0.263,12.097,0.592,0.109,0.654,0.268,11.428,0.239,15.360
2050-07-03 15:00:00+00:00,0.250,12.097,0.583,0.079,0.541,0.255,11.428,0.227,15.360
2050-07-03 16:00:00+00:00,0.265,12.097,0.580,0.047,0.389,0.270,11.428,0.238,15.360
2050-07-03 17:00:00+00:00,0.280,12.097,0.592,0.026,0.209,0.286,11.428,0.250,15.360
2050-07-03 18:00:00+00:00,0.303,12.097,0.609,0.004,0.062,0.309,11.428,0.271,15.360
2050-07-03 19:00:00+00:00,0.329,12.097,0.613,0.004,0.021,0.336,11.428,0.292,15.360
2050-07-03 20:00:00+00:00,0.333,12.097,0.603,0.003,0.000,0.340,11.428,0.297,15.360
2050-07-03 21:00:00+00:00,0.303,12.097,0.599,0.004,0.000,0.309,11.428,0.275,15.360
2050-07-03 22:00:00+00:00,0.234,12.097,0.609,0.008,0.000,0.237,11.428,0.217,15.360
2050-07-03 23:00:00+00:00,0.159,9.677,0.563,0.012,0.000,0.160,9.143,0.156,12.288
2050-07-04 00:00:00+00:00,0.126,9.677,0.527,0.014,0.000,0.124,9.143,0.139,12.288
2050-07-04 01:00:00+00:00,0.128,9.677,0.508,0.016,0.000,0.126,9.143,0.140,12.288
2050-07-04 02:00:00+00:00,0.133,9.677,0.501,0.020,0.000,0.131,9.143,0.144,12.288
2050-07-04 03:00:00+00:00,0.164,9.677,0.506,0.025,0.000,0.162,9.143,0.174,12.288
2050-07-04 04:00:00+00:00,0.251,9.677,0.518,0.026,0.000,0.249,9.143,0.262,12.288
2050-07-04 05:00:00+00:00,0.416,9.677,0.564,0.017,0.000,0.417,9.143,0.411,12.288
2050-07-04 06:00:00+00:00,0.475,9.677,0.686,0.015,0.018,0.478,9.143,0.461,12.288
2050-07-04 07:00:00+00:00,0.426,9.677,0.782,0.024,0.109,0.429,9.143,0.413,12.288
2050-07-04 08:00:00+00:00,0.368,9.677,0.833,0.035,0.328,0.369,9.143,0.362,12.288
2050-07-04 09:00:00+00:00,0.358,12.097,0.850,0.049,0.518,0.360,11.428,0.352,15.360
2050-07-04 10:00:00+00:00,0.318,12.097,0.875,0.060,0.644,0.318,11.428,0.315,15.360
2050-07-04 11:00:00+00:00,0.305,12.097,0.898,0.080,0.712,0.306,11.428,0.304,15.360
2050-07-04 12:00:00+00:00,0.284,12.097,0.893,0.095,0.722,0.284,11.428,0.283,15.360
2050-07-04 13:00:00+00:00,0.258,12.097,0.883,0.096,0.691,0.258,11.428,0.259,15.360
2050-07-04 14:00:00+00:00,0.247,12.097,0.863,0.101,0.617,0.247,11.428,0.249,15.360
2050-07-04 15:00:00+00:00,0.235,12.097,0.846,0.093,0.505,0.234,11.428,0.236,15.360
2050-07-04 16:00:00+00:00,0.249,12.097,0.822,0.047,0.361,0.249,11.428,0.247,15.360
2050-07-04 17:00:00+00:00,0.262,12.097,0.815,0.008,0.201,0.263,11.428,0.260,15.360
2050-07-04 18:00:00+00:00,0.284,12.097,0.807,0.001,0.068,0.284,11.428,0.282,15.360
2050-07-04 19:00:00+00:00,0.308,12.097,0.794,0.000,0.028,0.309,11.428,0.304,15.360
2050-07-04 20:00:00+00:00,0.312,12.097,0.760,0.000,0.000,0.313,11.428,0.308,15.360
2050-07-04 21:00:00+00:00,0.284,12.097,0.734,0.000,0.000,0.284,11.428,0.285,15.360
2050-07-04 22:00:00+00:00,0.220,12.097,0.713,0.000,0.000,0.218,11.428,0.226,15.360
2050-07-04 23:00:00+00:00,0.150,9.677,0.652,0.001,0.000,0.148,9.143,0.162,12.288
2050-07-05 00:00:00+00:00,0.123,9.677,0.604,0.001,0.000,0.122,9.143,0.130,12.288
2050-07-05 01:00:00+00:00,0.124,9.677,0.576,0.001,0.000,0.123,9.143,0.130,12.288
2050-07-05 02:00:00+00:00,0.128,9.677,0.560,0.003,0.000,0.127,9.143,0.133,12.288
2050-07-05 03:00:00+00:00,0.157,9.677,0.564,0.003,0.000,0.157,9.143,0.160,12.288
2050-07-05 04:00:00+00:00,0.242,9.677,0.578,0.004,0.000,0.242,9.143,0.242,12.288
2050-07-05 05:00:00+00:00,0.399,9.677,0.612,0.003,0.004,0.403,9.143,0.377,12.288
2050-07-05 06:00:00+00:00,0.465,9.677,0.714,0.002,0.040,0.472,9.143,0.432,12.288
2050-07-05 07:00:00+00:00,0.420,9.677,0.797,0.008,0.121,0.426,9.143,0.390,12.288
2050-07-05 08:00:00+00:00,0.362,9.677,0.844,0.025,0.254,0.366,9.143,0.342,12.288
2050-07-05 09:00:00+00:00,0.351,12.097,0.859,0.044,0.364,0.355,11.428,0.330,15.360
2050-07-05 10:00:00+00:00,0.309,12.097,0.881,0.098,0.491,0.312,11.428,0.293,15.360
2050-07-05 11:00:00+00:00,0.297,12.097,0.903,0.190,0.527,0.299,11.428,0.282,15.360
2050-07-05 12:00:00+00:00,0.278,12.097,0.894,0.266,0.500,0.281,11.428,0.267,15.360
2050-07-05 13:00:00+00:00,0.250,12.097,0.883,0.295,0.463,0.252,11.428,0.240,15.360
2050-07-05 14:00:00+00:00,0.242,12.097,0.868,0.288,0.430,0.243,11.428,0.233,15.360
2050-07-05 15:00:00+00:00,0.228,12.097,0.849,0.308,0.405,0.229,11.428,0.219,15.360
2050-07-05 16:00:00+00:00,0.243,12.097,0.830,0.309,0.252,0.245,11.428,0.231,15.360
2050-07-05 17:00:00+00:00,0.259,12.097,0.821,0.253,0.118,0.262,11.428,0.246,15.360
2050-07-05 18:00:00+00:00,0.281,12.097,0.814,0.189,0.042,0.284,11.428,0.268,15.360
2050-07-05 19:00:00+00:00,0.302,12.097,0.800,0.121,0.013,0.306,11.428,0.286,15.360
2050-07-05 20:00:00+00:00,0.308,12.097,0.769,0.083,0.000,0.311,11.428,0.292,15.360
2050-07-05 21:00:00+00:00,0.278,12.097,0.743,0.069,0.000,0.280,11.428,0.268,15.360
2050-07-05 22:00:00+00:00,0.214,12.097,0.729,0.065,0.000,0.215,11.428,0.211,15.360
2050-07-05 23:00:00+00:00,0.148,9.677,0.669,0.106,0.000,0.147,9.143,0.153,12.288
2050-07-06 00:00:00+00:00,0.122,9.073,0.618,0.086,0.000,0.122,8.571,0.120,11.520
2050-07-06 01:00:00+00:00,0.121,9.073,0.590,0.049,0.000,0.122,8.571,0.118,11.520
2050-07-06 02:00:00+00:00,0.126,9.073,0.574,0.026,0.000,0.127,8.571,0.122,11.520
2050-07-06 03:00:00+00:00,0.155,9.073,0.573,0.017,0.000,0.157,8.571,0.147,11.520
2050-07-06 04:00:00+00:00,0.232,9.073,0.584,0.017,0.000,0.236,8.571,0.215,11.520
2050-07-06 05:00:00+00:00,0.398,9.073,0.617,0.024,0.010,0.408,8.571,0.349,11.520
2050-07-06 06:00:00+00:00,0.459,9.073,0.714,0.062,0.056,0.472,8.571,0.394,11.520
2050-07-06 07:00:00+00:00,0.419,9.073,0.799,0.133,0.116,0.431,8.571,0.360,11.520
2050-07-06 08:00:00+00:00,0.360,9.073,0.844,0.169,0.218,0.369,8.571,0.314,11.520
2050-07-06 09:00:00+00:00,0.355,10.282,0.866,0.179,0.322,0.364,9.714,0.310,13.056
2050-07-06 10:00:00+00:00,0.310,10.282,0.890,0.194,0.393,0.318,9.714,0.274,13.056
2050-07-06 11:00:00+00:00,0.297,10.282,0.903,0.236,0.503,0.304,9.714,0.262,13.056
2050-07-06 12:00:00+00:00,0.276,10.282,0.894,0.254,0.519,0.282,9.714,0.245,13.056
2050-07-06 13:00:00+00:00,0.259,10.282,0.882,0.288,0.437,0.264,9.714,0.232,13.056
2050-07-06 14:00:00+00:00,0.248,10.282,0.865,0.307,0.378,0.254,9.714,0.223,13.056
2050-07-06 15:00:00+00:00,0.237,10.282,0.847,0.275,0.378,0.242,9.714,0.213,13.056
2050-07-06 16:00:00+00:00,0.246,10.282,0.830,0.180,0.246,0.252,9.714,0.218,13.056
2050-07-06 17:00:00+00:00,0.257,10.282,0.821,0.066,0.145,0.264,9.714,0.227,13.056
2050-07-06 18:00:00+00:00,0.277,10.282,0.811,0.009,0.057,0.284,9.714,0.244,13.056
2050-07-06 19:00:00+00:00,0.297,10.282,0.797,0.007,0.020,0.305,9.714,0.259,13.056
2050-07-06 20:00:00+00:00,0.307,10.282,0.767,0.011,0.000,0.315,9.714,0.270,13.056
2050-07-06 21:00:00+00:00,0.279,10.282,0.742,0.013,0.000,0.285,9.714,0.249,13.056
2050-07-06 22:00:00+00:00,0.217,10.282,0.723,0.016,0.000,0.221,9.714,0.199,13.056
2050-07-06 23:00:00+00:00,0.153,9.073,0.664,0.015,0.000,0.154,8.571,0.148,11.520
2050-07-07 00:00:00+00:00,0.112,9.073,0.613,0.017,0.000,0.111,8.571,0.115,11.520
2050-07-07 01:00:00+00:00,0.121,9.073,0.587,0.028,0.000,0.120,8.571,0.124,11.520
2050-07-07 02:00:00+00:00,0.131,9.073,0.573,0.022,0.000,0.130,8.571,0.134,11.520
2050-07-07 03:00:00+00:00,0.165,9.073,0.574,0.014,0.000,0.164,8.571,0.166,11.520
2050-07-07 04:00:00+00:00,0.238,9.073,0.585,0.006,0.000,0.239,8.571,0.236,11.520
2050-07-07 05:00:00+00:00,0.331,9.073,0.615,0.010,0.010,0.336,8.571,0.303,11.520
2050-07-07 06:00:00+00:00,0.386,9.073,0.716,0.029,0.025,0.394,8.571,0.347,11.520
2050-07-07 07:00:00+00:00,0.341,9.073,0.800,0.098,0.061,0.348,8.571,0.305,11.520
2050-07-07 08:00:00+00:00,0.294,9.073,0.845,0.172,0.080,0.299,8.571,0.268,11.520
2050-07-07 09:00:00+00:00,0.289,10.282,0.860,0.212,0.073,0.295,9.714,0.264,13.056
2050-07-07 10:00:00+00:00,0.256,10.282,0.881,0.208,0.084,0.261,9.714,0.236,13.056
2050-07-07 11:00:00+00:00,0.245,10.282,0.899,0.186,0.170,0.249,9.714,0.227,13.056
2050-07-07 12:00:00+00:00,0.233,10.282,0.897,0.168,0.278,0.237,9.714,0.217,13.056
2050-07-07 13:00:00+00:00,0.214,10.282,0.889,0.121,0.390,0.217,9.714,0.200,13.056
2050-07-07 14:00:00+00:00,0.206,10.282,0.876,0.072,0.434,0.209,9.714,0.194,13.056
