class,Sink,Source,Source,Sink,Sink,Sink,Sink,Sink,Sink,Sink,Sink,Sink,Sink,Sink,Sink,Sink,Sink,Sink,Sink
label,LD_DE15_el,EE_DE15_wind,EE_DE15_solar,LD_DE150_hhg,LD_DE150_ind,LD_DE15_01_hhg,LD_DE15_01_ind,LD_DE15_02_hhg,LD_DE15_02_ind,LD_DE15_03_hhg,LD_DE15_03_ind,LD_DE15_04_hhg,LD_DE15_04_ind,LD_DE15_05_hhg,LD_DE15_05_ind,LD_DErestNI_hhg,LD_DErestNI_ind,LD_DErestNRW_hhg,LD_DErestNRW_ind
source,B_DE15_el,EE_DE15_wind,EE_DE15_solar,B_DE150_hhg,B_DE150_ind,B_DE15_01_hhg,B_DE15_01_ind,B_DE15_02_hhg,B_DE15_02_ind,B_DE15_03_hhg,B_DE15_03_ind,B_DE15_04_hhg,B_DE15_04_ind,B_DE15_05_hhg,B_DE15_05_ind,B_DErestNI_hhg,B_DErestNI_ind,B_DErestNRW_hhg,B_DErestNRW_ind
target,LD_DE15_el,B_DE15_el,B_DE15_el,LD_DE150_hhg,LD_DE150_ind,LD_DE15_01_hhg,LD_DE15_01_ind,LD_DE15_02_hhg,LD_DE15_02_ind,LD_DE15_03_hhg,LD_DE15_03_ind,LD_DE15_04_hhg,LD_DE15_04_ind,LD_DE15_05_hhg,LD_DE15_05_ind,LD_DErestNI_hhg,LD_DErestNI_ind,LD_DErestNRW_hhg,LD_DErestNRW_ind
attribute,actual_value,actual_value,actual_value,actual_value,actual_value,actual_value,actual_value,actual_value,actual_value,actual_value,actual_value,actual_value,actual_value,actual_value,actual_value,actual_value,actual_value,actual_value,actual_value
2050-01-01 00:00:00+00:00,0.626,0.169,0.000,0.776,9.073,0.776,9.073,0.776,9.073,0.776,9.073,0.776,9.073,0.776,9.073,0.787,8.571,0.726,11.520
2050-01-01 01:00:00+00:00,0.605,0.165,0.000,0.796,9.073,0.796,9.073,0.796,9.073,0.796,9.073,0.796,9.073,0.796,9.073,0.806,8.571,0.745,11.520
2050-01-01 02:00:00+00:00,0.579,0.172,0.000,0.838,9.073,0.838,9.073,0.838,9.073,0.838,9.073,0.838,9.073,0.838,9.073,0.848,8.571,0.788,11.520
2050-01-01 03:00:00+00:00,0.556,0.186,0.000,0.938,9.073,0.938,9.073,0.938,9.073,0.938,9.073,0.938,9.073,0.938,9.073,0.949,8.571,0.886,11.520
2050-01-01 04:00:00+00:00,0.543,0.205,0.000,1.133,9.073,1.133,9.073,1.133,9.073,1.133,9.073,1.133,9.073,1.133,9.073,1.145,8.571,1.073,11.520
2050-01-01 05:00:00+00:00,0.522,0.203,0.000,1.442,9.073,1.442,9.073,1.442,9.073,1.442,9.073,1.442,9.073,1.442,9.073,1.463,8.571,1.342,11.520
2050-01-01 06:00:00+00:00,0.485,0.179,0.000,1.610,9.073,1.610,9.073,1.610,9.073,1.610,9.073,1.610,9.073,1.610,9.073,1.643,8.571,1.447,11.520
2050-01-01 07:00:00+00:00,0.485,0.146,0.000,1.540,9.073,1.540,9.073,1.540,9.073,1.540,9.073,1.540,9.073,1.540,9.073,1.570,8.571,1.392,11.520
2050-01-01 08:00:00+00:00,0.493,0.113,0.000,1.482,9.073,1.482,9.073,1.482,9.073,1.482,9.073,1.482,9.073,1.482,9.073,1.510,8.571,1.346,11.520
2050-01-01 09:00:00+00:00,0.524,0.101,0.150,1.427,10.282,1.427,10.282,1.427,10.282,1.427,10.282,1.427,10.282,1.427,10.282,1.453,9.714,1.298,13.056
2050-01-01 10:00:00+00:00,0.559,0.122,0.275,1.378,10.282,1.378,10.282,1.378,10.282,1.378,10.282,1.378,10.282,1.378,10.282,1.403,9.714,1.258,13.056
2050-01-01 11:00:00+00:00,0.599,0.176,0.364,1.325,10.282,1.325,10.282,1.325,10.282,1.325,10.282,1.325,10.282,1.325,10.282,1.349,9.714,1.210,13.056
2050-01-01 12:00:00+00:00,0.614,0.180,0.427,1.301,10.282,1.301,10.282,1.301,10.282,1.301,10.282,1.301,10.282,1.301,10.282,1.324,9.714,1.189,13.056
2050-01-01 13:00:00+00:00,0.605,0.149,0.431,1.306,10.282,1.306,10.282,1.306,10.282,1.306,10.282,1.306,10.282,1.306,10.282,1.329,9.714,1.194,13.056
2050-01-01 14:00:00+00:00,0.599,0.112,0.280,1.325,10.282,1.325,10.282,1.325,10.282,1.325,10.282,1.325,10.282,1.325,10.282,1.348,9.714,1.210,13.056
2050-01-01 15:00:00+00:00,0.598,0.120,0.069,1.343,10.282,1.343,10.282,1.343,10.282,1.343,10.282,1.343,10.282,1.343,10.282,1.367,9.714,1.222,13.056
2050-01-01 16:00:00+00:00,0.618,0.164,0.000,1.411,10.282,1.411,10.282,1.411,10.282,1.411,10.282,1.411,10.282,1.411,10.282,1.437,9.714,1.284,13.056
2050-01-01 17:00:00+00:00,0.672,0.228,0.000,1.456,10.282,1.456,10.282,1.456,10.282,1.456,10.282,1.456,10.282,1.456,10.282,1.484,9.714,1.324,13.056
2050-01-01 18:00:00+00:00,0.683,0.294,0.000,1.467,10.282,1.467,10.282,1.467,10.282,1.467,10.282,1.467,10.282,1.467,10.282,1.495,9.714,1.333,13.056
2050-01-01 19:00:00+00:00,0.672,0.311,0.000,1.465,10.282,1.465,10.282,1.465,10.282,1.465,10.282,1.465,10.282,1.465,10.282,1.492,9.714,1.331,13.056
2050-01-01 20:00:00+00:00,0.648,0.305,0.000,1.417,10.282,1.417,10.282,1.417,10.282,1.417,10.282,1.417,10.282,1.417,10.282,1.443,9.714,1.291,13.056
2050-01-01 21:00:00+00:00,0.639,0.340,0.000,1.267,10.282,1.267,10.282,1.267,10.282,1.267,10.282,1.267,10.282,1.267,10.282,1.289,9.714,1.157,13.056
2050-01-01 22:00:00+00:00,0.647,0.406,0.000,1.030,10.282,1.030,10.282,1.030,10.282,1.030,10.282,1.030,10.282,1.030,10.282,1.042,9.714,0.969,13.056
2050-01-01 23:00:00+00:00,0.615,0.474,0.000,0.832,9.073,0.832,9.073,0.832,9.073,0.832,9.073,0.832,9.073,0.832,9.073,0.842,8.571,0.781,11.520
2050-01-02 00:00:00+00:00,0.575,0.551,0.000,0.827,9.677,0.827,9.677,0.827,9.677,0.827,9.677,0.827,9.677,0.827,9.677,0.837,9.143,0.779,12.288
2050-01-02 01:00:00+00:00,0.546,0.638,0.000,0.858,9.677,0.858,9.677,0.858,9.677,0.858,9.677,0.858,9.677,0.858,9.677,0.868,9.143,0.811,12.288
2050-01-02 02:00:00+00:00,0.530,0.708,0.000,0.888,9.677,0.888,9.677,0.888,9.677,0.888,9.677,0.888,9.677,0.888,9.677,0.897,9.143,0.840,12.288
2050-01-02 03:00:00+00:00,0.520,0.786,0.000,0.961,9.677,0.961,9.677,0.961,9.677,0.961,9.677,0.961,9.677,0.961,9.677,0.971,9.143,0.910,12.288
2050-01-02 04:00:00+00:00,0.516,0.841,0.000,1.167,9.677,1.167,9.677,1.167,9.677,1.167,9.677,1.167,9.677,1.167,9.677,1.179,9.143,1.108,12.288
2050-01-02 05:00:00+00:00,0.502,0.858,0.000,1.592,9.677,1.592,9.677,1.592,9.677,1.592,9.677,1.592,9.677,1.592,9.677,1.610,9.143,1.501,12.288
2050-01-02 06:00:00+00:00,0.477,0.831,0.000,1.794,9.677,1.794,9.677,1.794,9.677,1.794,9.677,1.794,9.677,1.794,9.677,1.826,9.143,1.640,12.288
2050-01-02 07:00:00+00:00,0.494,0.789,0.000,1.715,9.677,1.715,9.677,1.715,9.677,1.715,9.677,1.715,9.677,1.715,9.677,1.743,9.143,1.577,12.288
2050-01-02 08:00:00+00:00,0.526,0.727,0.000,1.652,9.677,1.652,9.677,1.652,9.677,1.652,9.677,1.652,9.677,1.652,9.677,1.678,9.143,1.525,12.288
2050-01-02 09:00:00+00:00,0.576,0.629,0.003,1.587,12.097,1.587,12.097,1.587,12.097,1.587,12.097,1.587,12.097,1.587,12.097,1.611,11.428,1.467,15.360
2050-01-02 10:00:00+00:00,0.615,0.461,0.022,1.517,12.097,1.517,12.097,1.517,12.097,1.517,12.097,1.517,12.097,1.517,12.097,1.540,11.428,1.405,15.360
2050-01-02 11:00:00+00:00,0.656,0.421,0.036,1.460,12.097,1.460,12.097,1.460,12.097,1.460,12.097,1.460,12.097,1.460,12.097,1.482,11.428,1.352,15.360
2050-01-02 12:00:00+00:00,0.658,0.320,0.022,1.434,12.097,1.434,12.097,1.434,12.097,1.434,12.097,1.434,12.097,1.434,12.097,1.455,11.428,1.329,15.360
2050-01-02 13:00:00+00:00,0.632,0.204,0.012,1.426,12.097,1.426,12.097,1.426,12.097,1.426,12.097,1.426,12.097,1.426,12.097,1.447,11.428,1.321,15.360
2050-01-02 14:00:00+00:00,0.614,0.151,0.004,1.442,12.097,1.442,12.097,1.442,12.097,1.442,12.097,1.442,12.097,1.442,12.097,1.464,11.428,1.333,15.360
2050-01-02 15:00:00+00:00,0.610,0.144,0.000,1.468,12.097,1.468,12.097,1.468,12.097,1.468,12.097,1.468,12.097,1.468,12.097,1.492,11.428,1.354,15.360
2050-01-02 16:00:00+00:00,0.636,0.140,0.000,1.518,12.097,1.518,12.097,1.518,12.097,1.518,12.097,1.518,12.097,1.518,12.097,1.543,11.428,1.396,15.360
2050-01-02 17:00:00+00:00,0.699,0.113,0.000,1.555,12.097,1.555,12.097,1.555,12.097,1.555,12.097,1.555,12.097,1.555,12.097,1.582,11.428,1.425,15.360
2050-01-02 18:00:00+00:00,0.712,0.082,0.000,1.566,12.097,1.566,12.097,1.566,12.097,1.566,12.097,1.566,12.097,1.566,12.097,1.593,11.428,1.435,15.360
2050-01-02 19:00:00+00:00,0.696,0.099,0.000,1.559,12.097,1.559,12.097,1.559,12.097,1.559,12.097,1.559,12.097,1.559,12.097,1.586,11.428,1.428,15.360
2050-01-02 20:00:00+00:00,0.664,0.125,0.000,1.497,12.097,1.497,12.097,1.497,12.097,1.497,12.097,1.497,12.097,1.497,12.097,1.523,11.428,1.373,15.360
2050-01-02 21:00:00+00:00,0.658,0.126,0.000,1.338,12.097,1.338,12.097,1.338,12.097,1.338,12.097,1.338,12.097,1.338,12.097,1.360,11.428,1.230,15.360
2050-01-02 22:00:00+00:00,0.670,0.108,0.000,1.075,12.097,1.075,12.097,1.075,12.097,1.075,12.097,1.075,12.097,1.075,12.097,1.087,11.428,1.015,15.360
2050-01-02 23:00:00+00:00,0.644,0.092,0.000,0.880,9.677,0.880,9.677,0.880,9.677,0.880,9.677,0.880,9.677,0.880,9.677,0.890,9.143,0.833,12.288
2050-01-03 00:00:00+00:00,0.605,0.112,0.000,0.728,9.677,0.728,9.677,0.728,9.677,0.728,9.677,0.728,9.677,0.728,9.677,0.735,9.143,0.694,12.288
2050-01-03 01:00:00+00:00,0.579,0.116,0.000,0.756,9.677,0.756,9.677,0.756,9.677,0.756,9.677,0.756,9.677,0.756,9.677,0.763,9.143,0.722,12.288
2050-01-03 02:00:00+00:00,0.564,0.140,0.000,0.782,9.677,0.782,9.677,0.782,9.677,0.782,9.677,0.782,9.677,0.782,9.677,0.789,9.143,0.748,12.288
2050-01-03 03:00:00+00:00,0.560,0.146,0.000,0.847,9.677,0.847,9.677,0.847,9.677,0.847,9.677,0.847,9.677,0.847,9.677,0.854,9.143,0.810,12.288
2050-01-03 04:00:00+00:00,0.574,0.146,0.000,1.028,9.677,1.028,9.677,1.028,9.677,1.028,9.677,1.028,9.677,1.028,9.677,1.037,9.143,0.987,12.288
2050-01-03 05:00:00+00:00,0.606,0.179,0.000,1.402,9.677,1.402,9.677,1.402,9.677,1.402,9.677,1.402,9.677,1.402,9.677,1.415,9.143,1.336,12.288
2050-01-03 06:00:00+00:00,0.675,0.244,0.000,1.577,9.677,1.577,9.677,1.577,9.677,1.577,9.677,1.577,9.677,1.577,9.677,1.602,9.143,1.458,12.288
2050-01-03 07:00:00+00:00,0.766,0.301,0.000,1.509,9.677,1.509,9.677,1.509,9.677,1.509,9.677,1.509,9.677,1.509,9.677,1.530,9.143,1.402,12.288
2050-01-03 08:00:00+00:00,0.819,0.335,0.000,1.453,9.677,1.453,9.677,1.453,9.677,1.453,9.677,1.453,9.677,1.453,9.677,1.473,9.143,1.356,12.288
2050-01-03 09:00:00+00:00,0.844,0.357,0.016,1.396,12.097,1.396,12.097,1.396,12.097,1.396,12.097,1.396,12.097,1.396,12.097,1.415,11.428,1.305,15.360
2050-01-03 10:00:00+00:00,0.866,0.397,0.033,1.335,12.097,1.335,12.097,1.335,12.097,1.335,12.097,1.335,12.097,1.335,12.097,1.352,11.428,1.249,15.360
2050-01-03 11:00:00+00:00,0.877,0.409,0.036,1.285,12.097,1.285,12.097,1.285,12.097,1.285,12.097,1.285,12.097,1.285,12.097,1.302,11.428,1.203,15.360
2050-01-03 12:00:00+00:00,0.880,0.400,0.037,1.261,12.097,1.261,12.097,1.261,12.097,1.261,12.097,1.261,12.097,1.261,12.097,1.278,11.428,1.181,15.360
2050-01-03 13:00:00+00:00,0.868,0.395,0.021,1.254,12.097,1.254,12.097,1.254,12.097,1.254,12.097,1.254,12.097,1.254,12.097,1.271,11.428,1.174,15.360
2050-01-03 14:00:00+00:00,0.855,0.410,0.005,1.268,12.097,1.268,12.097,1.268,12.097,1.268,12.097,1.268,12.097,1.268,12.097,1.285,11.428,1.185,15.360
2050-01-03 15:00:00+00:00,0.847,0.373,0.000,1.292,12.097,1.292,12.097,1.292,12.097,1.292,12.097,1.292,12.097,1.292,12.097,1.310,11.428,1.204,15.360
2050-01-03 16:00:00+00:00,0.858,0.337,0.000,1.335,12.097,1.335,12.097,1.335,12.097,1.335,12.097,1.335,12.097,1.335,12.097,1.354,11.428,1.240,15.360
2050-01-03 17:00:00+00:00,0.904,0.324,0.000,1.367,12.097,1.367,12.097,1.367,12.097,1.367,12.097,1.367,12.097,1.367,12.097,1.388,11.428,1.267,15.360
2050-01-03 18:00:00+00:00,0.901,0.372,0.000,1.377,12.097,1.377,12.097,1.377,12.097,1.377,12.097,1.377,12.097,1.377,12.097,1.397,11.428,1.275,15.360
2050-01-03 19:00:00+00:00,0.878,0.453,0.000,1.371,12.097,1.371,12.097,1.371,12.097,1.371,12.097,1.371,12.097,1.371,12.097,1.392,11.428,1.269,15.360
2050-01-03 20:00:00+00:00,0.840,0.631,0.000,1.316,12.097,1.316,12.097,1.316,12.097,1.316,12.097,1.316,12.097,1.316,12.097,1.336,11.428,1.220,15.360
2050-01-03 21:00:00+00:00,0.808,0.723,0.000,1.177,12.097,1.177,12.097,1.177,12.097,1.177,12.097,1.177,12.097,1.177,12.097,1.194,11.428,1.094,15.360
2050-01-03 22:00:00+00:00,0.797,0.676,0.000,0.946,12.097,0.946,12.097,0.946,12.097,0.946,12.097,0.946,12.097,0.946,12.097,0.955,11.428,0.904,15.360
2050-01-03 23:00:00+00:00,0.740,0.679,0.000,0.776,9.677,0.776,9.677,0.776,9.677,0.776,9.677,0.776,9.677,0.776,9.677,0.783,9.143,0.741,12.288
2050-01-04 00:00:00+00:00,0.704,0.767,0.000,0.534,9.677,0.534,9.677,0.534,9.677,0.534,9.677,0.534,9.677,0.534,9.677,0.538,9.143,0.515,12.288
2050-01-04 01:00:00+00:00,0.674,0.899,0.000,0.568,9.677,0.568,9.677,0.568,9.677,0.568,9.677,0.568,9.677,0.568,9.677,0.572,9.143,0.549,12.288
2050-01-04 02:00:00+00:00,0.655,0.890,0.000,0.580,9.677,0.580,9.677,0.580,9.677,0.580,9.677,0.580,9.677,0.580,9.677,0.585,9.143,0.557,12.288
2050-01-04 03:00:00+00:00,0.647,0.753,0.000,0.655,9.677,0.655,9.677,0.655,9.677,0.655,9.677,0.655,9.677,0.655,9.677,0.661,9.143,0.626,12.288
2050-01-04 04:00:00+00:00,0.654,0.550,0.000,0.838,9.677,0.838,9.677,0.838,9.677,0.838,9.677,0.838,9.677,0.838,9.677,0.847,9.143,0.798,12.288
2050-01-04 05:00:00+00:00,0.674,0.340,0.000,1.185,9.677,1.185,9.677,1.185,9.677,1.185,9.677,1.185,9.677,1.185,9.677,1.198,9.143,1.120,12.288
2050-01-04 06:00:00+00:00,0.730,0.206,0.000,1.351,9.677,1.351,9.677,1.351,9.677,1.351,9.677,1.351,9.677,1.351,9.677,1.374,9.143,1.243,12.288
2050-01-04 07:00:00+00:00,0.810,0.176,0.000,1.299,9.677,1.299,9.677,1.299,9.677,1.299,9.677,1.299,9.677,1.299,9.677,1.318,9.143,1.202,12.288
2050-01-04 08:00:00+00:00,0.850,0.182,0.000,1.210,9.677,1.210,9.677,1.210,9.677,1.210,9.677,1.210,9.677,1.210,9.677,1.227,9.143,1.127,12.288
2050-01-04 09:00:00+00:00,0.876,0.134,0.140,1.126,12.097,1.126,12.097,1.126,12.097,1.126,12.097,1.126,12.097,1.126,12.097,1.141,11.428,1.051,15.360
2050-01-04 10:00:00+00:00,0.885,0.099,0.225,1.059,12.097,1.059,12.097,1.059,12.097,1.059,12.097,1.059,12.097,1.059,12.097,1.072,11.428,0.992,15.360
2050-01-04 11:00:00+00:00,0.893,0.109,0.253,1.012,12.097,1.012,12.097,1.012,12.097,1.012,12.097,1.012,12.097,1.012,12.097,1.025,11.428,0.949,15.360
2050-01-04 12:00:00+00:00,0.894,0.175,0.259,0.990,12.097,0.990,12.097,0.990,12.097,0.990,12.097,0.990,12.097,0.990,12.097,1.003,11.428,0.927,15.360
2050-01-04 13:00:00+00:00,0.881,0.205,0.197,0.980,12.097,0.980,12.097,0.980,12.097,0.980,12.097,0.980,12.097,0.980,12.097,0.993,11.428,0.917,15.360
2050-01-04 14:00:00+00:00,0.864,0.198,0.086,0.988,12.097,0.988,12.097,0.988,12.097,0.988,12.097,0.988,12.097,0.988,12.097,1.002,11.428,0.920,15.360
2050-01-04 15:00:00+00:00,0.858,0.155,0.019,1.013,12.097,1.013,12.097,1.013,12.097,1.013,12.097,1.013,12.097,1.013,12.097,1.028,11.428,0.940,15.360
2050-01-04 16:00:00+00:00,0.869,0.143,0.000,1.060,12.097,1.060,12.097,1.060,12.097,1.060,12.097,1.060,12.097,1.060,12.097,1.077,11.428,0.982,15.360
2050-01-04 17:00:00+00:00,0.917,0.171,0.000,1.111,12.097,1.111,12.097,1.111,12.097,1.111,12.097,1.111,12.097,1.111,12.097,1.128,11.428,1.025,15.360
2050-01-04 18:00:00+00:00,0.915,0.200,0.000,1.139,12.097,1.139,12.097,1.139,12.097,1.139,12.097,1.139,12.097,1.139,12.097,1.157,11.428,1.052,15.360
2050-01-04 19:00:00+00:00,0.894,0.205,0.000,1.151,12.097,1.151,12.097,1.151,12.097,1.151,12.097,1.151,12.097,1.151,12.097,1.169,11.428,1.064,15.360
2050-01-04 20:00:00+00:00,0.850,0.196,0.000,1.111,12.097,1.111,12.097,1.111,12.097,1.111,12.097,1.111,12.097,1.111,12.097,1.128,11.428,1.031,15.360
2050-01-04 21:00:00+00:00,0.818,0.166,0.000,0.979,12.097,0.979,12.097,0.979,12.097,0.979,12.097,0.979,12.097,0.979,12.097,0.993,11.428,0.912,15.360
2050-01-04 22:00:00+00:00,0.808,0.106,0.000,0.765,12.097,0.765,12.097,0.765,12.097,0.765,12.097,0.765,12.097,0.765,12.097,0.771,11.428,0.734,15.360
2050-01-04 23:00:00+00:00,0.757,0.049,0.000,0.597,9.677,0.597,9.677,0.597,9.677,0.597,9.677,0.597,9.677,0.597,9.677,0.601,9.143,0.578,12.288
2050-01-05 00:00:00+00:00,0.717,0.022,0.000,0.513,9.073,0.513,9.073,0.513,9.073,0.513,9.073,0.513,9.073,0.513,9.073,0.515,8.571,0.505,11.520
2050-01-05 01:00:00+00:00,0.689,0.010,0.000,0.542,9.073,0.542,9.073,0.542,9.073,0.542,9.073,0.542,9.073,0.542,9.073,0.544,8.571,0.533,11.520
2050-01-05 02:00:00+00:00,0.671,0.020,0.000,0.561,9.073,0.561,9.073,0.561,9.073,0.561,9.073,0.561,9.073,0.561,9.073,0.563,8.571,0.549,11.520
2050-01-05 03:00:00+00:00,0.662,0.039,0.000,0.637,9.073,0.637,9.073,0.637,9.073,0.637,9.073,0.637,9.073,0.637,9.073,0.640,8.571,0.621,11.520
2050-01-05 04:00:00+00:00,0.666,0.051,0.000,0.818,9.073,0.818,9.073,0.818,9.073,0.818,9.073,0.818,9.073,0.818,9.073,0.823,8.571,0.796,11.520
2050-01-05 05:00:00+00:00,0.693,0.064,0.000,1.146,9.073,1.146,9.073,1.146,9.073,1.146,9.073,1.146,9.073,1.146,9.073,1.154,8.571,1.105,11.520
2050-01-05 06:00:00+00:00,0.749,0.110,0.000,1.297,9.073,1.297,9.073,1.297,9.073,1.297,9.073,1.297,9.073,1.297,9.073,1.314,8.571,1.215,11.520
2050-01-05 07:00:00+00:00,0.829,0.162,0.000,1.235,9.073,1.235,9.073,1.235,9.073,1.235,9.073,1.235,9.073,1.235,9.073,1.250,8.571,1.162,11.520
2050-01-05 08:00:00+00:00,0.861,0.180,0.000,1.153,9.073,1.153,9.073,1.153,9.073,1.153,9.073,1.153,9.073,1.153,9.073,1.165,8.571,1.092,11.520
2050-01-05 09:00:00+00:00,0.873,0.296,0.036,1.072,10.282,1.072,10.282,1.072,10.282,1.072,10.282,1.072,10.282,1.072,10.282,1.083,9.714,1.018,13.056
2050-01-05 10:00:00+00:00,0.884,0.425,0.064,1.014,10.282,1.014,10.282,1.014,10.282,1.014,10.282,1.014,10.282,1.014,10.282,1.023,9.714,0.968,13.056
2050-01-05 11:00:00+00:00,0.894,0.472,0.054,0.969,10.282,0.969,10.282,0.969,10.282,0.969,10.282,0.969,10.282,0.969,10.282,0.978,9.714,0.925,13.056
2050-01-05 12:00:00+00:00,0.891,0.457,0.027,0.927,10.282,0.927,10.282,0.927,10.282,0.927,10.282,0.927,10.282,0.927,10.282,0.937,9.714,0.881,13.056
2050-01-05 13:00:00+00:00,0.882,0.361,0.024,0.917,10.282,0.917,10.282,0.917,10.282,0.917,10.282,0.917,10.282,0.917,10.282,0.926,9.714,0.869,13.056
2050-01-05 14:00:00+00:00,0.864,0.372,0.012,0.932,10.282,0.932,10.282,0.932,10.282,0.932,10.282,0.932,10.282,0.932,10.282,0.942,9.714,0.881,13.056
2050-01-05 15:00:00+00:00,0.855,0.393,0.000,0.964,10.282,0.964,10.282,0.964,10.282,0.964,10.282,0.964,10.282,0.964,10.282,0.975,9.714,0.909,13.056
2050-01-05 16:00:00+00:00,0.869,0.393,0.000,1.014,10.282,1.014,10.282,1.014,10.282,1.014,10.282,1.014,10.282,1.014,10.282,1.026,9.714,0.955,13.056
2050-01-05 17:00:00+00:00,0.925,0.360,0.000,1.069,10.282,1.069,10.282,1.069,10.282,1.069,10.282,1.069,10.282,1.069,10.282,1.082,9.714,1.005,13.056
2050-01-05 18:00:00+00:00,0.924,0.276,0.000,1.090,10.282,1.090,10.282,1.090,10.282,1.090,10.282,1.090,10.282,1.090,10.282,1.103,9.714,1.024,13.056
2050-01-05 19:00:00+00:00,0.905,0.175,0.000,1.108,10.282,1.108,10.282,1.108,10.282,1.108,10.282,1.108,10.282,1.108,10.282,1.121,9.714,1.043,13.056
2050-01-05 20:00:00+00:00,0.849,0.144,0.000,1.073,10.282,1.073,10.282,1.073,10.282,1.073,10.282,1.073,10.282,1.073,10.282,1.085,9.714,1.015,13.056
2050-01-05 21:00:00+00:00,0.802,0.140,0.000,0.959,10.282,0.959,10.282,0.959,10.282,0.959,10.282,0.959,10.282,0.959,10.282,0.968,9.714,0.913,13.056
2050-01-05 22:00:00+00:00,0.792,0.147,0.000,0.741,10.282,0.741,10.282,0.741,10.282,0.741,10.282,0.741,10.282,0.741,10.282,0.745,9.714,0.726,13.056
2050-01-05 23:00:00+00:00,0.746,0.180,0.000,0.582,9.073,0.582,9.073,0.582,9.073,0.582,9.073,0.582,9.073,0.582,9.073,0.583,8.571,0.576,11.520
2050-01-06 00:00:00+00:00,0.707,0.262,0.000,0.574,9.073,0.574,9.073,0.574,9.073,0.574,9.073,0.574,9.073,0.574,9.073,0.571,8.571,0.591,11.520
2050-01-06 01:00:00+00:00,0.678,0.385,0.000,0.587,9.073,0.587,9.073,0.587,9.073,0.587,9.073,0.587,9.073,0.587,9.073,0.584,8.571,0.601,11.520
2050-01-06 02:00:00+00:00,0.655,0.484,0.000,0.614,9.073,0.614,9.073,0.614,9.073,0.614,9.073,0.614,9.073,0.614,9.073,0.611,8.571,0.627,11.520
2050-01-06 03:00:00+00:00,0.642,0.548,0.000,0.708,9.073,0.708,9.073,0.708,9.073,0.708,9.073,0.708,9.073,0.708,9.073,0.705,8.571,0.723,11.520
2050-01-06 04:00:00+00:00,0.644,0.641,0.000,0.916,9.073,0.916,9.073,0.916,9.073,0.916,9.073,0.916,9.073,0.916,9.073,0.912,8.571,0.933,11.520
2050-01-06 05:00:00+00:00,0.647,0.757,0.000,1.163,9.073,1.163,9.073,1.163,9.073,1.163,9.073,1.163,9.073,1.163,9.073,1.164,8.571,1.157,11.520
2050-01-06 06:00:00+00:00,0.682,0.831,0.000,1.308,9.073,1.308,9.073,1.308,9.073,1.308,9.073,1.308,9.073,1.308,9.073,1.318,8.571,1.263,11.520
2050-01-06 07:00:00+00:00,0.744,0.881,0.000,1.234,9.073,1.234,9.073,1.234,9.073,1.234,9.073,1.234,9.073,1.234,9.073,1.242,8.571,1.196,11.520
2050-01-06 08:00:00+00:00,0.780,0.863,0.000,1.164,9.073,1.164,9.073,1.164,9.073,1.164,9.073,1.164,9.073,1.164,9.073,1.169,8.571,1.137,11.520
2050-01-06 09:00:00+00:00,0.799,0.795,0.000,1.084,10.282,1.084,10.282,1.084,10.282,1.084,10.282,1.084,10.282,1.084,10.282,1.088,9.714,1.062,13.056
2050-01-06 10:00:00+00:00,0.822,0.624,0.007,1.029,10.282,1.029,10.282,1.029,10.282,1.029,10.282,1.029,10.282,1.029,10.282,1.032,9.714,1.014,13.056
2050-01-06 11:00:00+00:00,0.843,0.528,0.031,0.984,10.282,0.984,10.282,0.984,10.282,0.984,10.282,0.984,10.282,0.984,10.282,0.987,9.714,0.970,13.056
2050-01-06 12:00:00+00:00,0.842,0.496,0.021,0.962,10.282,0.962,10.282,0.962,10.282,0.962,10.282,0.962,10.282,0.962,10.282,0.965,9.714,0.947,13.056
2050-01-06 13:00:00+00:00,0.826,0.446,0.008,0.962,10.282,0.962,10.282,0.962,10.282,0.962,10.282,0.962,10.282,0.962,10.282,0.965,9.714,0.947,13.056
2050-01-06 14:00:00+00:00,0.810,0.504,0.001,0.967,10.282,0.967,10.282,0.967,10.282,0.967,10.282,0.967,10.282,0.967,10.282,0.971,9.714,0.947,13.056
2050-01-06 15:00:00+00:00,0.800,0.585,0.000,1.009,10.282,1.009,10.282,1.009,10.282,1.009,10.282,1.009,10.282,1.009,10.282,1.013,9.714,0.988,13.056
2050-01-06 16:00:00+00:00,0.812,0.602,0.000,1.065,10.282,1.065,10.282,1.065,10.282,1.065,10.282,1.065,10.282,1.065,10.282,1.070,9.714,1.043,13.056
2050-01-06 17:00:00+00:00,0.856,0.603,0.000,1.117,10.282,1.117,10.282,1.117,10.282,1.117,10.282,1.117,10.282,1.117,10.282,1.123,9.714,1.090,13.056
2050-01-06 18:00:00+00:00,0.853,0.602,0.000,1.147,10.282,1.147,10.282,1.147,10.282,1.147,10.282,1.147,10.282,1.147,10.282,1.153,9.714,1.120,13.056
2050-01-06 19:00:00+00:00,0.824,0.568,0.000,1.172,10.282,1.172,10.282,1.172,10.282,1.172,10.282,1.172,10.282,1.172,10.282,1.177,9.714,1.148,13.056
2050-01-06 20:00:00+00:00,0.781,0.492,0.000,1.134,10.282,1.134,10.282,1.134,10.282,1.134,10.282,1.134,10.282,1.134,10.282,1.138,9.714,1.115,13.056
